"","Region","GFP_","Areamm2","Brainno","Fieldname","Age","Genotype"
"183","All",36,0.329068491179414,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_015.OME","E16.5","Elfn1-/-::SSTcre"
"184","MZ",24,0.104966346373977,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_016.OME","E16.5","Elfn1-/-::SSTcre"
"185","SVZ",32,0.315523838802729,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_016.OME","E16.5","Elfn1-/-::SSTcre"
"186","All",56,0.420490185176706,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_016.OME","E16.5","Elfn1-/-::SSTcre"
"187","MZ",21,0.0815483938488105,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_017.OME","E16.5","Elfn1-/-::SSTcre"
"188","SVZ",26,0.245154859007987,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_017.OME","E16.5","Elfn1-/-::SSTcre"
"189","All",47,0.326703252856797,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_017.OME","E16.5","Elfn1-/-::SSTcre"
"190","MZ",28,0.0999260863024182,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_018.OME","E16.5","Elfn1-/-::SSTcre"
"191","SVZ",24,0.299778258907255,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_018.OME","E16.5","Elfn1-/-::SSTcre"
"192","All",52,0.399704345209673,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_018.OME","E16.5","Elfn1-/-::SSTcre"
"193","MZ",15,0.095032345418986,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_019.OME","E16.5","Elfn1-/-::SSTcre"
"194","SVZ",29,0.284506773241933,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_019.OME","E16.5","Elfn1-/-::SSTcre"
"195","All",44,0.379539118660919,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_019.OME","E16.5","Elfn1-/-::SSTcre"
"196","MZ",28,0.0929454935538098,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_020.OME","E16.5","Elfn1-/-::SSTcre"
"197","SVZ",38,0.279396393273199,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_020.OME","E16.5","Elfn1-/-::SSTcre"
"198","All",66,0.372341886827009,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_020.OME","E16.5","Elfn1-/-::SSTcre"
"199","MZ",32,0.108597929108261,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_021.OME","E16.5","Elfn1-/-::SSTcre"
"200","SVZ",36,0.326436378621281,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_021.OME","E16.5","Elfn1-/-::SSTcre"
"201","All",68,0.435034307729541,"240116_elfn1_M85-124-B5","240116_elfn1_M85-124-B5_021.OME","E16.5","Elfn1-/-::SSTcre"
"202","MZ",48,0.0902244229171709,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_001.OME","E16.5","Elfn1+/-::SSTcre"
"203","SVZ",50,0.26969786958484,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_001.OME","E16.5","Elfn1+/-::SSTcre"
"204","All",98,0.359922292502011,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_001.OME","E16.5","Elfn1+/-::SSTcre"
"205","MZ",33,0.0916624040920716,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_002.OME","E16.5","Elfn1+/-::SSTcre"
"206","SVZ",63,0.274489047036584,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_002.OME","E16.5","Elfn1+/-::SSTcre"
"207","All",96,0.366151451128656,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_002.OME","E16.5","Elfn1+/-::SSTcre"
"208","MZ",26,0.0726023508480452,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_003.OME","E16.5","Elfn1+/-::SSTcre"
"209","SVZ",40,0.216921658021598,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_003.OME","E16.5","Elfn1+/-::SSTcre"
"210","All",66,0.289524008869644,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_003.OME","E16.5","Elfn1+/-::SSTcre"
"211","MZ",30,0.0978674917092379,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_004.OME","E16.5","Elfn1+/-::SSTcre"
"212","SVZ",68,0.293067680091051,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_004.OME","E16.5","Elfn1+/-::SSTcre"
"213","All",98,0.390935171800289,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_004.OME","E16.5","Elfn1+/-::SSTcre"
"214","MZ",41,0.0957283115625879,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_005.OME","E16.5","Elfn1+/-::SSTcre"
"215","SVZ",55,0.286650139651101,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_005.OME","E16.5","Elfn1+/-::SSTcre"
"216","All",96,0.382378451213689,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_005.OME","E16.5","Elfn1+/-::SSTcre"
"217","MZ",23,0.0698760473832589,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_006.OME","E16.5","Elfn1+/-::SSTcre"
"218","SVZ",31,0.209237773169982,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_006.OME","E16.5","Elfn1+/-::SSTcre"
"219","All",54,0.279113820553241,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_006.OME","E16.5","Elfn1+/-::SSTcre"
"220","MZ",28,0.0796070146061316,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_007.OME","E16.5","Elfn1+/-::SSTcre"
"221","SVZ",40,0.238821043818395,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_007.OME","E16.5","Elfn1+/-::SSTcre"
"222","All",68,0.318428058424526,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_007.OME","E16.5","Elfn1+/-::SSTcre"
"223","MZ",35,0.0727070074109929,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_008.OME","E16.5","Elfn1+/-::SSTcre"
"224","SVZ",47,0.217685650931116,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_008.OME","E16.5","Elfn1+/-::SSTcre"
"225","All",82,0.290392658342109,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_008.OME","E16.5","Elfn1+/-::SSTcre"
"226","MZ",39,0.0882621123619024,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_009.OME","E16.5","Elfn1+/-::SSTcre"
"227","SVZ",33,0.264257821442822,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_009.OME","E16.5","Elfn1+/-::SSTcre"
"228","All",72,0.352519933804724,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_009.OME","E16.5","Elfn1+/-::SSTcre"
"229","MZ",40,0.0821742400952375,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_010.OME","E16.5","Elfn1+/-::SSTcre"
"230","SVZ",40,0.246522720285712,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_010.OME","E16.5","Elfn1+/-::SSTcre"
"231","All",80,0.32869696038095,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_010.OME","E16.5","Elfn1+/-::SSTcre"
"232","MZ",31,0.0844955226614164,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_011.OME","E16.5","Elfn1+/-::SSTcre"
"233","SVZ",61,0.253000961532172,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_011.OME","E16.5","Elfn1+/-::SSTcre"
"234","All",92,0.337496484193588,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_011.OME","E16.5","Elfn1+/-::SSTcre"
"235","MZ",23,0.0682925935858609,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_012.OME","E16.5","Elfn1+/-::SSTcre"
"236","SVZ",33,0.204013317547635,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_012.OME","E16.5","Elfn1+/-::SSTcre"
"237","All",56,0.272305911133496,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_012.OME","E16.5","Elfn1+/-::SSTcre"
"238","MZ",31,0.10278111733963,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_013.OME","E16.5","Elfn1+/-::SSTcre"
"239","SVZ",66,0.307175384776395,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_013.OME","E16.5","Elfn1+/-::SSTcre"
"240","All",97,0.409956502116025,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_013.OME","E16.5","Elfn1+/-::SSTcre"
"241","MZ",29,0.0899010341376626,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_014.OME","E16.5","Elfn1+/-::SSTcre"
"242","SVZ",49,0.269703102412988,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_014.OME","E16.5","Elfn1+/-::SSTcre"
"243","All",78,0.35960413655065,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_014.OME","E16.5","Elfn1+/-::SSTcre"
"244","MZ",43,0.0974875883857379,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_015.OME","E16.5","Elfn1+/-::SSTcre"
"245","SVZ",43,0.291860989920265,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_015.OME","E16.5","Elfn1+/-::SSTcre"
"246","All",86,0.389348578306003,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_015.OME","E16.5","Elfn1+/-::SSTcre"
"247","MZ",37,0.0763260313577227,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_016.OME","E16.5","Elfn1+/-::SSTcre"
"248","SVZ",51,0.229427070728213,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_016.OME","E16.5","Elfn1+/-::SSTcre"
"249","All",88,0.305753102085936,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_016.OME","E16.5","Elfn1+/-::SSTcre"
"250","MZ",32,0.0816206068772444,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_017.OME","E16.5","Elfn1+/-::SSTcre"
"251","SVZ",45,0.244861820631733,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_017.OME","E16.5","Elfn1+/-::SSTcre"
"252","All",77,0.326482427508978,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_017.OME","E16.5","Elfn1+/-::SSTcre"
"253","MZ",28,0.0609969845827801,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_018.OME","E16.5","Elfn1+/-::SSTcre"
"254","SVZ",28,0.182625702343653,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_018.OME","E16.5","Elfn1+/-::SSTcre"
"255","All",56,0.243622686926433,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_018.OME","E16.5","Elfn1+/-::SSTcre"
"256","MZ",35,0.0864672523073502,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_019.OME","E16.5","Elfn1+/-::SSTcre"
"257","SVZ",50,0.25940175692205,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_019.OME","E16.5","Elfn1+/-::SSTcre"
"258","All",85,0.345869009229401,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_019.OME","E16.5","Elfn1+/-::SSTcre"
"259","MZ",42,0.0793244418861729,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_020.OME","E16.5","Elfn1+/-::SSTcre"
"260","SVZ",40,0.237973325658519,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_020.OME","E16.5","Elfn1+/-::SSTcre"
"261","All",82,0.317297767544692,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_020.OME","E16.5","Elfn1+/-::SSTcre"
"262","MZ",29,0.0931129440545261,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_021.OME","E16.5","Elfn1+/-::SSTcre"
"263","SVZ",38,0.279939560834898,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_021.OME","E16.5","Elfn1+/-::SSTcre"
"264","All",67,0.373052504889424,"240116_elfn1_M85-124-B7","240116_elfn1_M85-124-B7_021.OME","E16.5","Elfn1+/-::SSTcre"
"265","MZ",28,0.0772197984052956,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_001.OME","E16.5","Elfn1+/-::SSTcre"
"266","SVZ",38,0.232079068033307,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_001.OME","E16.5","Elfn1+/-::SSTcre"
"267","All",66,0.309298866438603,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_001.OME","E16.5","Elfn1+/-::SSTcre"
"268","MZ",28,0.0781250776747928,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_002.OME","E16.5","Elfn1+/-::SSTcre"
"269","SVZ",34,0.233439603351626,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_002.OME","E16.5","Elfn1+/-::SSTcre"
"270","All",62,0.311564681026419,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_002.OME","E16.5","Elfn1+/-::SSTcre"
"271","MZ",39,0.0882045512522812,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_003.OME","E16.5","Elfn1+/-::SSTcre"
"272","SVZ",38,0.2641008365984,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_003.OME","E16.5","Elfn1+/-::SSTcre"
"273","All",77,0.352305387850681,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_003.OME","E16.5","Elfn1+/-::SSTcre"
"274","MZ",33,0.0856844212165017,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_004.OME","E16.5","Elfn1+/-::SSTcre"
"275","SVZ",64,0.256056933170243,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_004.OME","E16.5","Elfn1+/-::SSTcre"
"276","All",97,0.341741354386745,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_004.OME","E16.5","Elfn1+/-::SSTcre"
"277","MZ",35,0.0822401737298945,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_005.OME","E16.5","Elfn1+/-::SSTcre"
"278","SVZ",36,0.247179963501024,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_005.OME","E16.5","Elfn1+/-::SSTcre"
"279","All",71,0.329420137230918,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_005.OME","E16.5","Elfn1+/-::SSTcre"
"280","MZ",28,0.0806431145793133,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_006.OME","E16.5","Elfn1+/-::SSTcre"
"281","SVZ",57,0.242418089886905,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_006.OME","E16.5","Elfn1+/-::SSTcre"
"282","All",85,0.323061204466219,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_006.OME","E16.5","Elfn1+/-::SSTcre"
"283","MZ",34,0.0853244026399618,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_007.OME","E16.5","Elfn1+/-::SSTcre"
"284","SVZ",39,0.255973207919885,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_007.OME","E16.5","Elfn1+/-::SSTcre"
"285","All",73,0.341297610559847,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_007.OME","E16.5","Elfn1+/-::SSTcre"
"286","MZ",14,0.06971382971069,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_008.OME","E16.5","Elfn1+/-::SSTcre"
"287","SVZ",35,0.209524532152458,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_008.OME","E16.5","Elfn1+/-::SSTcre"
"288","All",49,0.279238361863148,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_008.OME","E16.5","Elfn1+/-::SSTcre"
"289","MZ",32,0.0884389819532839,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_009.OME","E16.5","Elfn1+/-::SSTcre"
"290","SVZ",53,0.265316945859852,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_009.OME","E16.5","Elfn1+/-::SSTcre"
"291","All",85,0.353755927813136,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_009.OME","E16.5","Elfn1+/-::SSTcre"
"292","MZ",28,0.0668284482702232,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_010.OME","E16.5","Elfn1+/-::SSTcre"
"293","SVZ",28,0.199675303013455,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_010.OME","E16.5","Elfn1+/-::SSTcre"
"294","All",56,0.266503751283678,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_010.OME","E16.5","Elfn1+/-::SSTcre"
"295","MZ",34,0.0994551317691538,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_011.OME","E16.5","Elfn1+/-::SSTcre"
"296","SVZ",48,0.298365395307461,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_011.OME","E16.5","Elfn1+/-::SSTcre"
"297","All",82,0.397820527076615,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_011.OME","E16.5","Elfn1+/-::SSTcre"
"298","MZ",28,0.0733537849700094,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_012.OME","E16.5","Elfn1+/-::SSTcre"
"299","SVZ",49,0.219611331689353,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_012.OME","E16.5","Elfn1+/-::SSTcre"
"300","All",77,0.292965116659362,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_012.OME","E16.5","Elfn1+/-::SSTcre"
"301","MZ",22,0.0788168575558768,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_013.OME","E16.5","Elfn1+/-::SSTcre"
"302","SVZ",34,0.236914201241488,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_013.OME","E16.5","Elfn1+/-::SSTcre"
"303","All",56,0.315731058797365,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_013.OME","E16.5","Elfn1+/-::SSTcre"
"304","MZ",34,0.08642748281343,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_014.OME","E16.5","Elfn1+/-::SSTcre"
"305","SVZ",43,0.25928244844029,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_014.OME","E16.5","Elfn1+/-::SSTcre"
"306","All",77,0.34570993125372,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_014.OME","E16.5","Elfn1+/-::SSTcre"
"307","MZ",34,0.0863667820069204,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_015.OME","E16.5","Elfn1+/-::SSTcre"
"308","SVZ",35,0.259653979238754,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_015.OME","E16.5","Elfn1+/-::SSTcre"
"309","All",69,0.346020761245675,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_015.OME","E16.5","Elfn1+/-::SSTcre"
"310","MZ",34,0.0843667950889908,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_016.OME","E16.5","Elfn1+/-::SSTcre"
"311","SVZ",50,0.252601173461712,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_016.OME","E16.5","Elfn1+/-::SSTcre"
"312","All",84,0.336967968550703,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_016.OME","E16.5","Elfn1+/-::SSTcre"
"313","MZ",22,0.0894122879886971,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_017.OME","E16.5","Elfn1+/-::SSTcre"
"314","SVZ",36,0.267723000242018,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_017.OME","E16.5","Elfn1+/-::SSTcre"
"315","All",58,0.357135288230715,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_017.OME","E16.5","Elfn1+/-::SSTcre"
"316","MZ",29,0.071721142588026,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_018.OME","E16.5","Elfn1+/-::SSTcre"
"317","SVZ",32,0.214357572229381,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_018.OME","E16.5","Elfn1+/-::SSTcre"
"318","All",61,0.286078714817407,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_018.OME","E16.5","Elfn1+/-::SSTcre"
"319","MZ",28,0.0775295818316207,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_019.OME","E16.5","Elfn1+/-::SSTcre"
"320","SVZ",32,0.232104185608414,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_019.OME","E16.5","Elfn1+/-::SSTcre"
"321","All",60,0.309633767440035,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_019.OME","E16.5","Elfn1+/-::SSTcre"
"322","MZ",26,0.0852773071866353,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_020.OME","E16.5","Elfn1+/-::SSTcre"
"323","SVZ",27,0.255338989148423,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_020.OME","E16.5","Elfn1+/-::SSTcre"
"324","All",53,0.340616296335058,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_020.OME","E16.5","Elfn1+/-::SSTcre"
"325","MZ",28,0.0711361124011486,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_021.OME","E16.5","Elfn1+/-::SSTcre"
"326","SVZ",30,0.212535501468462,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_021.OME","E16.5","Elfn1+/-::SSTcre"
"327","All",58,0.283671613869611,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_021.OME","E16.5","Elfn1+/-::SSTcre"
"328","MZ",30,0.0837597870238944,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_022.OME","E16.5","Elfn1+/-::SSTcre"
"329","SVZ",33,0.251279361071683,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_022.OME","E16.5","Elfn1+/-::SSTcre"
"330","All",63,0.335039148095578,"240116_elfn1_M85-124-B8","240116_elfn1_M85-124-B8_022.OME","E16.5","Elfn1+/-::SSTcre"
