"","cellcount","AreaMmsq","celltype","Layers","Brainno","imagename","Genotype","Age"
"246",0,0.1461,"RCE_Calb","L1","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"247",9,0.37657,"RCE_Calb","L23","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"248",0,0.31072,"RCE_Calb","L4","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"249",36,0.41156,"RCE_Calb","L5","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"250",22,0.5412,"RCE_Calb","L6","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"251",4,0.1461,"CalbnegRCE","L1","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"252",54,0.37657,"CalbnegRCE","L23","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"253",68,0.31072,"CalbnegRCE","L4","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"254",38,0.41156,"CalbnegRCE","L5","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"255",32,0.5412,"CalbnegRCE","L6","171215_M83-154-3","171215_M83-153-3_007","Mafb+/fl","P21"
"256",4,0.11854,"RCE","L1","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"257",13,0.32175,"RCE","L23","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"258",16,0.21507,"RCE","L4","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"259",56,0.38441,"RCE","L5","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"260",26,0.49279,"RCE","L6","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"261",0,0.11854,"RCE_Calb","L1","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"262",5,0.32175,"RCE_Calb","L23","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"263",1,0.21507,"RCE_Calb","L4","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"264",19,0.38441,"RCE_Calb","L5","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"265",13,0.49279,"RCE_Calb","L6","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"266",0,0.11854,"CalbnegRCE","L1","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"267",25,0.32175,"CalbnegRCE","L23","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"268",48,0.21507,"CalbnegRCE","L4","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"269",20,0.38441,"CalbnegRCE","L5","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"270",9,0.49279,"CalbnegRCE","L6","171215_M83-154-3","171215_M83-153-3_008","Mafb+/fl","P21"
"271",0,0.091661,"RCE","L1","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"272",25,0.26066,"RCE","L23","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"273",24,0.20337,"RCE","L4","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"274",88,0.34373,"RCE","L5","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"275",56,0.39529,"RCE","L6","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"276",0,0.091661,"RCE_Calb","L1","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"277",2,0.26066,"RCE_Calb","L23","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"278",0,0.20337,"RCE_Calb","L4","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"279",33,0.34373,"RCE_Calb","L5","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"280",27,0.39529,"RCE_Calb","L6","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"281",2,0.091661,"CalbnegRCE","L1","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"282",14,0.26066,"CalbnegRCE","L23","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"283",40,0.20337,"CalbnegRCE","L4","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"284",28,0.34373,"CalbnegRCE","L5","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"285",14,0.39529,"CalbnegRCE","L6","171215_M83-154-3","171215_M83-153-3_009","Mafb+/fl","P21"
"286",1,0.090455,"RCE","L1","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"287",7,0.33522,"RCE","L23","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"288",26,0.27137,"RCE","L4","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"289",63,0.40439,"RCE","L5","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"290",39,0.50903,"RCE","L6","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"291",0,0.090455,"RCE_Calb","L1","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"292",1,0.33522,"RCE_Calb","L23","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"293",0,0.27137,"RCE_Calb","L4","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"294",30,0.40439,"RCE_Calb","L5","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"295",20,0.50903,"RCE_Calb","L6","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"296",4,0.090455,"CalbnegRCE","L1","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"297",110,0.33522,"CalbnegRCE","L23","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"298",91,0.27137,"CalbnegRCE","L4","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"299",51,0.40439,"CalbnegRCE","L5","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"300",16,0.50903,"CalbnegRCE","L6","171215_M83-154-3","171215_M83-153-3_010","Mafb+/fl","P21"
"301",0,0.10048,"RCE","L1","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"302",18,0.26655,"RCE","L23","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"303",16,0.187,"RCE","L4","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"304",77,0.35865,"RCE","L5","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"305",38,0.40052,"RCE","L6","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"306",0,0.10048,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"307",6,0.26655,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"308",0,0.187,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"309",31,0.35865,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"310",17,0.40052,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"311",8,0.10048,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"312",58,0.26655,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"313",95,0.187,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"314",48,0.35865,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"315",12,0.40052,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_001","Mafb-fl/fl","P21"
"316",2,0.12684,"RCE","L1","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"317",16,0.36852,"RCE","L23","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"318",32,0.23311,"RCE","L4","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"319",70,0.36681,"RCE","L5","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"320",40,0.45937,"RCE","L6","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"321",0,0.12684,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"322",2,0.36852,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"323",1,0.23311,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"324",24,0.36681,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"325",15,0.45937,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"326",11,0.12684,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"327",102,0.36852,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"328",106,0.23311,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"329",37,0.36681,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"330",19,0.45937,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_002","Mafb-fl/fl","P21"
"331",0,0.1258,"RCE","L1","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"332",17,0.36567,"RCE","L23","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"333",37,0.28683,"RCE","L4","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"334",84,0.3489,"RCE","L5","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"335",53,0.43612,"RCE","L6","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"336",0,0.1258,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"337",1,0.36567,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"338",1,0.28683,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"339",30,0.3489,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"340",32,0.43612,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"341",4,0.1258,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"342",43,0.36567,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"343",69,0.28683,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"344",9,0.3489,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"345",8,0.43612,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_003","Mafb-fl/fl","P21"
"346",2,0.1489,"RCE","L1","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"347",20,0.38793,"RCE","L23","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"348",35,0.30564,"RCE","L4","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"349",95,0.41928,"RCE","L5","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"350",53,0.52116,"RCE","L6","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"351",0,0.1489,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"352",5,0.38793,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"353",1,0.30564,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"354",36,0.41928,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"355",22,0.52116,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"356",0,0.1489,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"357",35,0.38793,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"358",58,0.30564,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"359",14,0.41928,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"360",14,0.52116,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_004","Mafb-fl/fl","P21"
"361",2,0.18309,"RCE","L1","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"362",19,0.43257,"RCE","L23","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"363",44,0.36014,"RCE","L4","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"364",105,0.42251,"RCE","L5","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"365",61,0.52311,"RCE","L6","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"366",1,0.18309,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"367",5,0.43257,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"368",3,0.36014,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"369",43,0.42251,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"370",24,0.52311,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"371",18,0.18309,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"372",87,0.43257,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"373",60,0.36014,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"374",10,0.42251,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"375",14,0.52311,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_005","Mafb-fl/fl","P21"
"376",0,0.17141,"RCE","L1","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"377",26,0.47136,"RCE","L23","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"378",31,0.3471,"RCE","L4","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"379",102,0.43923,"RCE","L5","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"380",65,0.59349,"RCE","L6","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"381",0,0.17141,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"382",4,0.47136,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"383",1,0.3471,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"384",46,0.43923,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"385",28,0.59349,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"386",17,0.17141,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"387",202,0.47136,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"388",143,0.3471,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"389",43,0.43923,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"390",14,0.59349,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_006","Mafb-fl/fl","P21"
"391",4,0.17498,"RCE","L1","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"392",36,0.40895,"RCE","L23","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"393",19,0.28509,"RCE","L4","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"394",92,0.39519,"RCE","L5","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"395",80,0.58394,"RCE","L6","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"396",1,0.17498,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"397",10,0.40895,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"398",1,0.28509,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"399",36,0.39519,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"400",36,0.58394,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"401",7,0.17498,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"402",49,0.40895,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"403",42,0.28509,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"404",21,0.39519,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"405",15,0.58394,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_007","Mafb-fl/fl","P21"
"406",0,0.16404,"RCE","L1","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"407",32,0.36409,"RCE","L23","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"408",32,0.26407,"RCE","L4","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"409",126,0.49012,"RCE","L5","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"410",67,0.50412,"RCE","L6","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"411",0,0.16404,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"412",9,0.36409,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"413",8,0.26407,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"414",71,0.49012,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"415",32,0.50412,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"416",3,0.16404,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"417",61,0.36409,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"418",71,0.26407,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"419",33,0.49012,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"420",19,0.50412,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_008","Mafb-fl/fl","P21"
"421",0,0.146,"RCE","L1","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"422",17,0.34186,"RCE","L23","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"423",26,0.25817,"RCE","L4","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"424",94,0.39705,"RCE","L5","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"425",68,0.52347,"RCE","L6","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"426",0,0.146,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"427",6,0.34186,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"428",1,0.25817,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"429",36,0.39705,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"430",24,0.52347,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"431",21,0.146,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"432",70,0.34186,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"433",94,0.25817,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"434",27,0.39705,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"435",17,0.52347,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_009","Mafb-fl/fl","P21"
"436",0,0.10033,"RCE","L1","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"437",15,0.39554,"RCE","L23","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"438",32,0.2817,"RCE","L4","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"439",81,0.3666,"RCE","L5","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"440",71,0.58077,"RCE","L6","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"441",0,0.10033,"RCE_Calb","L1","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"442",6,0.39554,"RCE_Calb","L23","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"443",2,0.2817,"RCE_Calb","L4","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"444",39,0.3666,"RCE_Calb","L5","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"445",36,0.58077,"RCE_Calb","L6","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"446",8,0.10033,"CalbnegRCE","L1","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"447",67,0.39554,"CalbnegRCE","L23","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"448",104,0.2817,"CalbnegRCE","L4","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"449",22,0.3666,"CalbnegRCE","L5","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"450",18,0.58077,"CalbnegRCE","L6","171215_M83-154-4","171215_M83-153-4_010","Mafb-fl/fl","P21"
"451",1,0.1446,"RCE","L1","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"452",16,0.29894,"RCE","L23","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"453",22,0.21608,"RCE","L4","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"454",84,0.41592,"RCE","L5","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"455",38,0.45491,"RCE","L6","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"456",0,0.1446,"RCE_Calb","L1","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"457",0,0.29894,"RCE_Calb","L23","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"458",1,0.21608,"RCE_Calb","L4","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"459",35,0.41592,"RCE_Calb","L5","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"460",18,0.45491,"RCE_Calb","L6","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"461",1,0.1446,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"462",2,0.29894,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"463",15,0.21608,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"464",25,0.41592,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"465",17,0.45491,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_001","Mafb+/+","P21"
"466",2,0.12055,"RCE","L1","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"467",23,0.37886,"RCE","L23","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"468",22,0.22961,"RCE","L4","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"469",75,0.39416,"RCE","L5","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"470",51,0.53193,"RCE","L6","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"471",1,0.12055,"RCE_Calb","L1","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"472",1,0.37886,"RCE_Calb","L23","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"473",1,0.22961,"RCE_Calb","L4","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"474",29,0.39416,"RCE_Calb","L5","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"475",25,0.53193,"RCE_Calb","L6","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"476",2,0.12055,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"477",13,0.37886,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"478",45,0.22961,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"479",49,0.39416,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"480",27,0.53193,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_002","Mafb+/+","P21"
"481",2,0.13179,"RCE","L1","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"482",21,0.36367,"RCE","L23","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"483",25,0.22688,"RCE","L4","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"484",70,0.37368,"RCE","L5","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"485",60,0.48879,"RCE","L6","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"486",0,0.13179,"RCE_Calb","L1","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"487",1,0.36367,"RCE_Calb","L23","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"488",3,0.22688,"RCE_Calb","L4","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"489",26,0.37368,"RCE_Calb","L5","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"490",24,0.48879,"RCE_Calb","L6","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"491",2,0.13179,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"492",20,0.36367,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
