"","cellcount","AreaMmsq","celltype","Layers","Brainno","imagename","Genotype","Age"
"493",47,0.22688,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"494",16,0.37368,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"495",10,0.48879,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_003","Mafb+/+","P21"
"496",0,0.1154,"RCE","L1","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"497",13,0.34269,"RCE","L23","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"498",22,0.2745,"RCE","L4","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"499",62,0.40214,"RCE","L5","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"500",36,0.47208,"RCE","L6","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"501",0,0.1154,"RCE_Calb","L1","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"502",0,0.34269,"RCE_Calb","L23","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"503",0,0.2745,"RCE_Calb","L4","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"504",21,0.40214,"RCE_Calb","L5","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"505",15,0.47208,"RCE_Calb","L6","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"506",5,0.1154,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"507",51,0.34269,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"508",46,0.2745,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"509",55,0.40214,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"510",13,0.47208,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_004","Mafb+/+","P21"
"511",1,0.10712,"RCE","L1","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"512",28,0.37577,"RCE","L23","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"513",35,0.28225,"RCE","L4","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"514",74,0.42338,"RCE","L5","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"515",47,0.39787,"RCE","L6","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"516",0,0.10712,"RCE_Calb","L1","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"517",2,0.37577,"RCE_Calb","L23","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"518",7,0.28225,"RCE_Calb","L4","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"519",27,0.42338,"RCE_Calb","L5","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"520",24,0.39787,"RCE_Calb","L6","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"521",0,0.10712,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"522",5,0.37577,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"523",25,0.28225,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"524",27,0.42338,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"525",11,0.39787,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_005","Mafb+/+","P21"
"526",0,0.13048,"RCE","L1","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"527",24,0.34367,"RCE","L23","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"528",37,0.30875,"RCE","L4","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"529",84,0.45577,"RCE","L5","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"530",52,0.51091,"RCE","L6","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"531",0,0.13048,"RCE_Calb","L1","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"532",6,0.34367,"RCE_Calb","L23","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"533",2,0.30875,"RCE_Calb","L4","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"534",36,0.45577,"RCE_Calb","L5","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"535",24,0.51091,"RCE_Calb","L6","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"536",1,0.13048,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"537",34,0.34367,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"538",65,0.30875,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"539",34,0.45577,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"540",12,0.51091,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_006","Mafb+/+","P21"
"541",0,0.14442,"RCE","L1","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"542",29,0.37772,"RCE","L23","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"543",27,0.25736,"RCE","L4","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"544",86,0.46474,"RCE","L5","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"545",50,0.49621,"RCE","L6","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"546",0,0.14442,"RCE_Calb","L1","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"547",4,0.37772,"RCE_Calb","L23","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"548",0,0.25736,"RCE_Calb","L4","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"549",27,0.46474,"RCE_Calb","L5","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"550",27,0.49621,"RCE_Calb","L6","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"551",2,0.14442,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"552",12,0.37772,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"553",44,0.25736,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"554",25,0.46474,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"555",10,0.49621,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_007","Mafb+/+","P21"
"556",0,0.1155,"RCE","L1","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"557",18,0.25877,"RCE","L23","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"558",28,0.21637,"RCE","L4","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"559",50,0.35965,"RCE","L5","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"560",21,0.3655,"RCE","L6","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"561",0,0.1155,"RCE_Calb","L1","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"562",6,0.25877,"RCE_Calb","L23","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"563",6,0.21637,"RCE_Calb","L4","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"564",26,0.35965,"RCE_Calb","L5","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"565",13,0.3655,"RCE_Calb","L6","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"566",5,0.1155,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"567",24,0.25877,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"568",79,0.21637,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"569",38,0.35965,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"570",59,0.3655,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_008","Mafb+/+","P21"
"571",1,0.10691,"RCE","L1","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"572",17,0.28362,"RCE","L23","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"573",22,0.22422,"RCE","L4","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"574",76,0.35044,"RCE","L5","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"575",40,0.42171,"RCE","L6","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"576",0,0.10691,"RCE_Calb","L1","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"577",1,0.28362,"RCE_Calb","L23","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"578",0,0.22422,"RCE_Calb","L4","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"579",42,0.35044,"RCE_Calb","L5","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"580",19,0.42171,"RCE_Calb","L6","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"581",2,0.10691,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"582",9,0.28362,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"583",38,0.22422,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"584",35,0.35044,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"585",26,0.42171,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_009","Mafb+/+","P21"
"586",0,0.1203,"RCE","L1","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"587",24,0.40157,"RCE","L23","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"588",24,0.2689,"RCE","L4","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"589",76,0.42811,"RCE","L5","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"590",38,0.42634,"RCE","L6","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"591",0,0.1203,"RCE_Calb","L1","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"592",3,0.40157,"RCE_Calb","L23","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"593",1,0.2689,"RCE_Calb","L4","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"594",25,0.42811,"RCE_Calb","L5","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"595",17,0.42634,"RCE_Calb","L6","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"596",2,0.1203,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"597",13,0.40157,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"598",33,0.2689,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"599",21,0.42811,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"600",13,0.42634,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_010","Mafb+/+","P21"
"601",2,0.089041,"RCE","L1","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"602",25,0.31383,"RCE","L23","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"603",26,0.22041,"RCE","L4","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"604",81,0.35471,"RCE","L5","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"605",50,0.41017,"RCE","L6","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"606",0,0.089041,"RCE_Calb","L1","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"607",2,0.31383,"RCE_Calb","L23","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"608",3,0.22041,"RCE_Calb","L4","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"609",28,0.35471,"RCE_Calb","L5","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"610",27,0.41017,"RCE_Calb","L6","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"611",1,0.089041,"CalbnegRCE","L1","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"612",5,0.31383,"CalbnegRCE","L23","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"613",48,0.22041,"CalbnegRCE","L4","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"614",31,0.35471,"CalbnegRCE","L5","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"615",17,0.41017,"CalbnegRCE","L6","220116-M83-2","220116-M83-2_011","Mafb+/+","P21"
"616",2,0.13604,"RCE","L1","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"617",23,0.40989,"RCE","L23","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"618",13,0.22791,"RCE","L4","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"619",62,0.41696,"RCE","L5","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"620",53,0.49999,"RCE","L6","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"621",0,0.13604,"RCE_Calb","L1","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"622",1,0.40989,"RCE_Calb","L23","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"623",1,0.22791,"RCE_Calb","L4","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"624",20,0.41696,"RCE_Calb","L5","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"625",28,0.49999,"RCE_Calb","L6","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"626",1,0.13604,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"627",16,0.40989,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"628",38,0.22791,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"629",28,0.41696,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"630",14,0.49999,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_001","Mafb-fl/fl","P21"
"631",0,0.14585,"RCE","L1","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"632",29,0.44503,"RCE","L23","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"633",33,0.24682,"RCE","L4","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"634",84,0.40015,"RCE","L5","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"635",67,0.55161,"RCE","L6","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"636",0,0.14585,"RCE_Calb","L1","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"637",3,0.44503,"RCE_Calb","L23","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"638",2,0.24682,"RCE_Calb","L4","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"639",33,0.40015,"RCE_Calb","L5","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"640",33,0.55161,"RCE_Calb","L6","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"641",1,0.14585,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"642",23,0.44503,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"643",70,0.24682,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"644",27,0.40015,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"645",23,0.55161,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_002","Mafb-fl/fl","P21"
"646",2,0.17316,"RCE","L1","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"647",26,0.45632,"RCE","L23","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"648",26,0.26483,"RCE","L4","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"649",73,0.45225,"RCE","L5","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"650",61,0.56022,"RCE","L6","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"651",0,0.17316,"RCE_Calb","L1","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"652",5,0.45632,"RCE_Calb","L23","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"653",1,0.26483,"RCE_Calb","L4","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"654",34,0.45225,"RCE_Calb","L5","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"655",23,0.56022,"RCE_Calb","L6","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"656",4,0.17316,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"657",64,0.45632,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"658",62,0.26483,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"659",28,0.45225,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"660",15,0.56022,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_003","Mafb-fl/fl","P21"
"661",2,0.11645,"RCE","L1","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"662",17,0.4023,"RCE","L23","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"663",17,0.20821,"RCE","L4","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"664",68,0.43406,"RCE","L5","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"665",38,0.49582,"RCE","L6","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"666",0,0.11645,"RCE_Calb","L1","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"667",7,0.4023,"RCE_Calb","L23","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"668",1,0.20821,"RCE_Calb","L4","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"669",31,0.43406,"RCE_Calb","L5","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"670",11,0.49582,"RCE_Calb","L6","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"671",3,0.11645,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"672",91,0.4023,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"673",91,0.20821,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"674",33,0.43406,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"675",18,0.49582,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_004","Mafb-fl/fl","P21"
"676",1,0.13199,"RCE","L1","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"677",22,0.42164,"RCE","L23","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"678",20,0.22915,"RCE","L4","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"679",69,0.42714,"RCE","L5","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"680",46,0.48947,"RCE","L6","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"681",0,0.13199,"RCE_Calb","L1","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"682",3,0.42164,"RCE_Calb","L23","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"683",1,0.22915,"RCE_Calb","L4","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"684",29,0.42714,"RCE_Calb","L5","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"685",22,0.48947,"RCE_Calb","L6","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"686",1,0.13199,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"687",36,0.42164,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"688",75,0.22915,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"689",33,0.42714,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"690",17,0.48947,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_005","Mafb-fl/fl","P21"
"691",1,0.096571,"RCE","L1","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"692",19,0.2998,"RCE","L23","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"693",13,0.19603,"RCE","L4","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"694",51,0.35746,"RCE","L5","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"695",31,0.45979,"RCE","L6","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"696",0,0.096571,"RCE_Calb","L1","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"697",4,0.2998,"RCE_Calb","L23","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"698",1,0.19603,"RCE_Calb","L4","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"699",22,0.35746,"RCE_Calb","L5","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"700",13,0.45979,"RCE_Calb","L6","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"701",1,0.096571,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"702",20,0.2998,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"703",47,0.19603,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"704",26,0.35746,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"705",21,0.45979,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_006","Mafb-fl/fl","P21"
"706",1,0.12495,"RCE","L1","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"707",30,0.42171,"RCE","L23","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"708",18,0.24209,"RCE","L4","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"709",64,0.43538,"RCE","L5","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"710",44,0.56033,"RCE","L6","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"711",0,0.12495,"RCE_Calb","L1","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"712",7,0.42171,"RCE_Calb","L23","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"713",0,0.24209,"RCE_Calb","L4","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"714",24,0.43538,"RCE_Calb","L5","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"715",21,0.56033,"RCE_Calb","L6","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"716",0,0.12495,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"717",42,0.42171,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"718",69,0.24209,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"719",36,0.43538,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"720",18,0.56033,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_007","Mafb-fl/fl","P21"
"721",2,0.16074,"RCE","L1","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"722",22,0.39887,"RCE","L23","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"723",24,0.29965,"RCE","L4","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"724",66,0.40483,"RCE","L5","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"725",35,0.63106,"RCE","L6","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"726",0,0.16074,"RCE_Calb","L1","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"727",4,0.39887,"RCE_Calb","L23","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"728",0,0.29965,"RCE_Calb","L4","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"729",20,0.40483,"RCE_Calb","L5","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"730",12,0.63106,"RCE_Calb","L6","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"731",1,0.16074,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"732",30,0.39887,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"733",73,0.29965,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"734",28,0.40483,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"735",28,0.63106,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_008","Mafb-fl/fl","P21"
"736",0,0.1092,"RCE","L1","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"737",18,0.32759,"RCE","L23","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"738",16,0.23824,"RCE","L4","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"739",75,0.33751,"RCE","L5","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"740",40,0.47318,"RCE","L6","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"741",0,0.1092,"RCE_Calb","L1","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"742",1,0.32759,"RCE_Calb","L23","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"743",2,0.23824,"RCE_Calb","L4","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"744",25,0.33751,"RCE_Calb","L5","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"745",27,0.47318,"RCE_Calb","L6","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"746",0,0.1092,"CalbnegRCE","L1","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"747",9,0.32759,"CalbnegRCE","L23","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"748",55,0.23824,"CalbnegRCE","L4","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"749",26,0.33751,"CalbnegRCE","L5","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"750",27,0.47318,"CalbnegRCE","L6","220116-M83-3","220116-M83-3_009","Mafb-fl/fl","P21"
"751",2,0.11796,"RCE","L1","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"752",11,0.29406,"RCE","L23","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"753",13,0.20102,"RCE","L4","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"754",63,0.37546,"RCE","L5","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"755",40,0.42364,"RCE","L6","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"756",0,0.11796,"RCE_Calb","L1","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
"757",3,0.29406,"RCE_Calb","L23","220116-M83-3","220116-M83-3_010","Mafb-fl/fl","P21"
