entrez-id,symbol,Sst Chodl:Nos1 All:479,Sst Chodl:Nos1 All:478,Sst Chodl:Nos1 All:477,Sst Chodl:Nos1 All:476,Sst Chodl:Nos1 All:475,Sst Chodl:Nos1 All:474,Sst Chodl:Nos1 All:473,Sst Chodl:Nos1 All:472,Sst Chodl:Nos1 All:471,Sst Chodl:Nos1 All:470,Sst Chodl:Nos1 All:469,Sst Chodl:Nos1 All:468,Sst Chodl:Nos1 All:467,Sst Chodl:Nos1 All:466,Sst Chodl:Nos1 All:465,Sst Chodl:Nos1 All:464,Sst Chodl:Nos1 All:463,Sst Chodl:Nos1 All:462,Sst Chodl:Nos1 All:461,Sst Chodl:Nos1 All:460,Sst Chodl:Nos1 All:480,Sst Chodl:Nos1 All:481,Sst Chodl:Nos1 All:482,Sst Chodl:Nos1 All:483,Sst Chodl:Nos1 All:484,Sst Chodl:Nos1 All:485,Sst Chodl:Nos1 All:486,Sst Chodl:Nos1 All:459,Sst Chodl:Nos1 All:458,Sst Chodl:Nos1 All:457,Sst Chodl:Nos1 All:456,Sst Chodl:Sst All:451,Sst Chodl:Sst All:453,Sst Chodl:Sst All:454,Sst Chodl:Sst All:455,Sst Chodl:Sst upper:452,Sst Chodl:Sst upper:450,Sst Chodl:Sst upper:449,Sst Chodl:Chrna2 All:447,Sst Chodl:Chrna2 All:448,Sst Chodl:Chrna2 L6:446,Sst Cdk6:Sst All:421,Sst Cdk6:Sst All:422,Sst Cdk6:Sst All:423,Sst Cdk6:Sst All:426,Sst Cdk6:Sst All:429,Sst Cdk6:Sst All:430,Sst Cdk6:Sst All:431,Sst Cdk6:Sst upper:424,Sst Cdk6:Sst upper:425,Sst Cdk6:Chrna2 All:428,Sst Cdk6:Chrna2 All:427,Sst Cdk6:Chrna2 All:420,Sst Cdk6:Chrna2 All:419,Sst Cdk6:Chrna2 All:418,Sst Cdk6:Chrna2 All:417,Sst Cdk6:Chrna2 All:416,Sst Cdk6:Chrna2 All:415,Sst Cdk6:Chrna2 All:414,Sst Cdk6:Chrna2 All:413,Sst Cbln4:Htr3a lower:292,Sst Cbln4:Htr3a lower:291,Sst Cbln4:Htr3a L6b:351,Sst Cbln4:Nos1 All:348,Sst Cbln4:Sst All:311,Sst Cbln4:Sst All:312,Sst Cbln4:Sst All:313,Sst Cbln4:Sst All:314,Sst Cbln4:Sst All:315,Sst Cbln4:Sst All:334,Sst Cbln4:Sst All:307,Sst Cbln4:Sst All:310,Sst Cbln4:Sst All:308,Sst Cbln4:Sst All:309,Sst Cbln4:Sst All:352,Sst Cbln4:Sst All:346,Sst Cbln4:Sst All:345,Sst Cbln4:Sst All:344,Sst Cbln4:Sst All:343,Sst Cbln4:Sst All:342,Sst Cbln4:Sst All:341,Sst Cbln4:Sst All:340,Sst Cbln4:Sst All:339,Sst Cbln4:Sst All:338,Sst Cbln4:Sst All:337,Sst Cbln4:Sst All:336,Sst Cbln4:Sst All:335,Sst Cbln4:Sst upper:329,Sst Cbln4:Sst upper:330,Sst Cbln4:Sst upper:331,Sst Cbln4:Sst upper:332,Sst Cbln4:Sst upper:317,Sst Cbln4:Sst upper:328,Sst Cbln4:Sst upper:327,Sst Cbln4:Sst upper:326,Sst Cbln4:Sst upper:325,Sst Cbln4:Sst upper:324,Sst Cbln4:Sst upper:323,Sst Cbln4:Sst upper:322,Sst Cbln4:Sst upper:321,Sst Cbln4:Sst upper:320,Sst Cbln4:Sst upper:319,Sst Cbln4:Sst upper:318,Sst Cbln4:Sst upper:293,Sst Cbln4:Sst upper:294,Sst Cbln4:Sst upper:295,Sst Cbln4:Sst upper:296,Sst Cbln4:Sst upper:297,Sst Cbln4:Sst upper:298,Sst Cbln4:Sst upper:299,Sst Cbln4:Sst upper:300,Sst Cbln4:Sst upper:301,Sst Cbln4:Sst upper:302,Sst Cbln4:Sst upper:303,Sst Cbln4:Sst upper:304,Sst Cbln4:Sst upper:305,Sst Cbln4:Sst upper:306,Sst Cbln4:Sst upper:316,Sst Cbln4:Sst lower:333,Sst Cbln4:Pvalb upper:350,Sst Cbln4:Nkx2-1 upper:349,Sst Cbln4:Gad2 All:290,Sst Cbln4:Gad2 All:289,Sst Cbln4:Gad2 All:288,Sst Cbln4:Gad2 All:287,Sst Cbln4:Cux2 All:286,Sst Cbln4:Cux2 L1-2/3:285,Sst Cbln4:Ndnf Neg L1:347,Sst Myh8:Sst All:403,Sst Myh8:Sst All:404,Sst Myh8:Sst All:405,Sst Myh8:Sst All:408,Sst Myh8:Sst All:406,Sst Myh8:Sst All:407,Sst Myh8:Sst upper:398,Sst Myh8:Sst upper:412,Sst Myh8:Sst lower:399,Sst Myh8:Sst lower:402,Sst Myh8:Sst lower:401,Sst Myh8:Sst lower:400,Sst Myh8:Chrna2 All:388,Sst Myh8:Chrna2 All:389,Sst Myh8:Chrna2 All:390,Sst Myh8:Chrna2 All:391,Sst Myh8:Chrna2 All:392,Sst Myh8:Chrna2 All:393,Sst Myh8:Chrna2 All:394,Sst Myh8:Chrna2 All:395,Sst Myh8:Chrna2 All:396,Sst Myh8:Chrna2 All:397,Sst Myh8:Chrna2 All:410,Sst Myh8:Chrna2 All:411,Sst Myh8:Chrna2 All:375,Sst Myh8:Chrna2 All:376,Sst Myh8:Chrna2 All:377,Sst Myh8:Chrna2 All:378,Sst Myh8:Chrna2 All:379,Sst Myh8:Chrna2 All:380,Sst Myh8:Chrna2 All:381,Sst Myh8:Chrna2 All:382,Sst Myh8:Chrna2 All:383,Sst Myh8:Chrna2 All:384,Sst Myh8:Chrna2 All:385,Sst Myh8:Chrna2 All:386,Sst Myh8:Chrna2 All:387,Sst Myh8:Chrna2 L6:373,Sst Myh8:Chrna2 L6:374,Sst Myh8:Gad2 All:372,Sst Myh8:Rbp4 L5:409,Sst Tacstd2:Htr3a lower:434,Sst Tacstd2:Htr3a lower:433,Sst Tacstd2:Htr3a lower:432,Sst Tacstd2:Sst All:443,Sst Tacstd2:Sst All:442,Sst Tacstd2:Sst All:440,Sst Tacstd2:Sst All:439,Sst Tacstd2:Sst All:438,Sst Tacstd2:Sst lower:441,Sst Tacstd2:Chrna2 All:435,Sst Tacstd2:Chrna2 All:436,Sst Tacstd2:Chrna2 All:437,Sst Tacstd2:Chrna2 L6:444,Sst Tacstd2:PvalbD-Slc32a1 All:445,Sst Th:Htr3a lower:354,Sst Th:Htr3a lower:353,Sst Th:Sst All:370,Sst Th:Sst All:362,Sst Th:Sst All:368,Sst Th:Sst lower:367,Sst Th:Sst lower:366,Sst Th:Sst lower:365,Sst Th:Sst lower:364,Sst Th:Sst lower:363,Sst Th:Chrna2 All:355,Sst Th:Chrna2 All:356,Sst Th:Chrna2 All:361,Sst Th:Chrna2 All:360,Sst Th:Chrna2 All:359,Sst Th:Chrna2 All:358,Sst Th:Chrna2 All:357,Sst Th:Chrna2 L6:369,Sst Th:Ntsr1 Neg L6:371
93683,Glce,0.0000,0.0000,0.0000,0.0000,-0.2467,0.1517,0.6233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3445,0.0000,0.0000,-0.4019,0.0000,0.0000,-0.4014,-0.4009,0.0000,-0.3705,-0.4009,0.0000,0.4133,-0.4009,-0.3571,0.0000,0.0000,-0.3811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4004,0.0000,0.0000,0.0000,-0.4009,1.4997,0.0081,0.0000,3.2085,4.8350,-0.3147,0.0000,1.1620,0.0000,0.0500,-0.0974,0.3762,-0.2332,-0.3696,-0.3542,-0.2145,2.2628,-0.3995,0.0000,0.0000,0.0000,0.7746,0.0000,0.0000,1.3157,-0.2019,0.0000,0.2972,0.9351,0.6465,-0.3012,-0.2780,0.0000,-0.2525,1.4395,1.7261,0.0000,0.6373,0.0000,0.0385,0.0000,-0.3474,-0.3537,0.7207,-0.3657,0.1912,0.0000,0.0000,-0.2747,0.0000,-0.0039,-0.3262,1.3672,1.7835,-0.3619,1.6823,-0.3330,3.0905,0.0000,0.0000,0.5039,2.9248,0.6233,-0.3893,0.9355,0.0000,-0.4014,0.7698,0.0934,-0.3282,1.2670,1.5498,0.0000,0.3372,1.1311,-0.1918,-0.1619,0.5231,0.4090,1.4881,0.0664,4.8793,0.0000,1.7285,0.0000,1.1345,2.6251,0.6190,4.0410,0.0000,0.8647,0.0000,2.2806,-0.3995,0.5096,1.9535,-0.3884,0.0000,0.0000,1.2024,0.8324,-0.3720,0.2837,-0.3017,0.0000,6.2707,-0.0507,0.7221,2.4782,0.0000,0.6127,0.0000,1.5382,0.0000,1.4106,0.8609,0.0000,2.4189,0.0000,0.0000,1.8056,3.0312,1.5835,1.8124,1.3527,0.8748,0.9240,1.6808,-0.4009,0.0000,4.3739,0.5231,0.3449,2.0629,1.4212,1.1976,0.6301,0.6566,-0.1509,0.0000,-0.4014,2.1202,-0.1456,-0.2212,0.0000,0.0000,-0.3156,1.4525,0.0000,-0.3970,2.9339,2.1703,-0.3932,0.9919,-0.3320,0.0000,0.1112,-0.3937,-0.0454,0.5858
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19699,Reln,0.0000,0.0000,0.0000,-0.2888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2884,0.0000,0.0000,0.0000,0.0000,-0.2884,0.0000,0.0000,-0.2888,0.0000,0.0000,0.0000,0.9602,1.4271,1.0558,1.2532,0.0716,0.7523,2.1062,2.2703,1.5450,1.7898,1.3472,0.0735,-0.0303,2.0083,2.1834,3.0490,4.3391,1.9895,1.7537,1.5399,1.0703,0.0000,-0.2884,0.0000,2.8484,1.4200,1.3672,0.0000,1.5513,0.6148,0.5882,-0.2884,0.6171,1.9488,4.6403,1.0797,0.1734,0.0000,-0.0659,3.6968,2.2167,0.0000,0.4100,1.5697,0.8255,0.0000,0.4695,2.0267,-0.2884,0.0579,0.1370,0.0018,0.5772,-0.2884,0.0700,0.5991,0.1742,1.1514,1.1267,1.4917,1.7428,3.0885,-0.2277,2.1352,0.0000,0.0000,-0.2888,0.0590,0.5862,2.7928,-0.2884,2.0068,0.2502,0.7115,1.8242,0.8604,3.7320,2.0134,0.0000,0.0000,4.8643,1.8744,3.5804,0.2016,2.0816,0.0000,0.0000,2.2774,0.0112,0.2756,0.5106,0.3528,-0.1129,4.2408,1.0429,2.1987,-0.0882,0.5447,0.0520,1.5795,-0.2606,1.1228,1.8442,0.3281,1.0002,1.4992,1.2591,0.0000,1.7083,1.7295,2.6299,0.7245,0.9222,0.1346,0.1041,0.4812,1.4737,0.4812,0.5322,1.8348,0.7331,0.2247,0.4566,-0.2794,2.9796,1.0057,1.3437,0.4613,-0.1215,0.0000,0.0000,0.0000,0.3438,-0.2884,-0.0714,-0.2422,0.0000,-0.2433,0.0821,-0.1564,0.4291,0.0000,0.0000,0.0000,0.8224,0.0716,-0.2868,0.0000,0.2357,0.0000,0.3430,0.0000,-0.2888,0.1844,-0.2888,-0.0781,0.0000,0.0000,0.0065,0.0000,3.0705
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50995,Uba2,1.4982,0.0000,-0.6770,-0.6293,0.3342,0.1575,0.3895,-0.5516,0.0940,-0.3046,-0.4837,0.5333,0.0000,-0.1520,-0.6923,0.7657,-0.1650,-0.6731,0.9661,2.8245,-0.6920,0.0900,0.0186,-0.0472,-0.6949,0.9076,-0.4157,-0.5835,-0.6557,-0.0667,0.7009,-0.4979,0.4538,-0.6646,0.2728,0.8210,0.6514,-0.4544,0.0000,-0.6235,0.5157,0.0000,-0.0367,1.1626,0.0000,0.0000,2.2041,0.2180,-0.6936,2.1754,-0.4289,0.4030,0.6571,-0.1183,0.6005,0.0000,1.8230,2.0801,0.0000,0.3379,0.0000,0.5123,0.0000,-0.5951,-0.0372,0.7312,0.0000,1.8401,1.8504,-0.1312,-0.2029,-0.6083,-0.6918,0.0000,-0.6941,-0.3480,0.8497,-0.0541,-0.6667,0.0000,0.0105,-0.5616,0.4662,0.6514,0.2626,-0.5137,-0.5530,0.0000,0.0000,0.0000,0.9248,0.5107,0.2183,0.2878,0.0000,-0.6883,0.0297,0.8231,1.0012,0.1825,0.0000,-0.0570,1.7603,0.0495,1.0262,-0.6923,-0.1088,-0.6941,-0.6752,-0.3875,0.0000,-0.6502,1.3718,0.0000,0.0000,1.3871,1.2230,0.0000,2.1491,-0.4853,0.0000,0.3184,1.0312,-0.6857,0.0000,0.6500,-0.2221,0.0000,-0.5753,-0.6918,0.3650,-0.1070,1.4761,-0.6918,0.0000,-0.6878,1.4094,0.8647,0.0000,0.9514,0.0000,-0.0988,-0.6449,0.5328,-0.6949,3.0813,0.5083,-0.2914,2.4481,-0.6478,0.2715,0.0000,0.0000,-0.1802,-0.2648,0.0000,0.2886,0.0000,-0.5780,-0.4020,-0.6770,-0.5532,-0.1526,0.0000,-0.6343,1.1761,0.0000,2.8864,0.4472,0.0000,0.4475,-0.5796,-0.1391,-0.6404,1.8059,0.7367,0.0000,-0.3952,0.2154,-0.6412,0.0000,-0.3422,0.0342,-0.6565,0.0000,-0.6944,-0.6138,0.9877,-0.2269,0.0000,0.0000,0.1590,1.0280,-0.2434,-0.3169,0.1488,0.8344,0.9245,-0.6912,0.3060,-0.2795,-0.2037
17132,Maf,-0.4458,0.1730,0.2301,-0.4547,-0.4645,0.0000,-0.1234,-0.3764,-0.3280,-0.2737,-0.3172,-0.3369,0.3095,-0.2892,0.0000,-0.3536,-0.3217,-0.3468,0.0273,-0.0341,-0.2503,-0.0869,-0.3026,0.2854,0.2357,-0.2383,-0.1410,-0.4728,-0.4643,-0.2932,-0.3482,-0.0839,-0.2596,-0.4697,-0.4383,-0.2672,-0.4093,0.1608,-0.3040,-0.2940,0.0917,-0.0397,0.4673,0.4132,1.6933,0.0689,0.0442,0.0872,-0.4700,0.9965,-0.4298,-0.3248,0.5909,-0.2919,1.0084,-0.0101,0.0943,0.1605,0.0505,-0.1882,2.4563,1.3288,0.0000,2.7094,1.8862,1.6350,1.6876,-0.3891,2.4509,0.7443,2.9924,2.6022,2.3926,0.3876,1.3783,1.0202,1.4287,0.2592,1.3142,1.1880,-0.4336,3.0603,1.9652,0.0712,0.2625,1.9255,2.6408,2.1438,0.6541,0.7683,2.3489,0.4151,1.2622,1.0010,0.9480,0.4922,1.1278,0.8124,0.7605,1.5095,1.0682,0.3528,2.3900,0.4428,0.6482,2.1837,3.2520,2.0326,1.5899,3.7691,3.1158,1.3111,2.6001,3.1527,2.7263,1.1859,2.6944,2.6920,-0.0796,0.8280,-0.0698,2.2704,1.1285,1.9598,-0.2067,1.5132,1.8476,2.4110,-0.2514,-0.4733,-0.3080,-0.4451,-0.2524,-0.4723,-0.1134,-0.4000,-0.0660,-0.3320,0.1920,-0.4732,-0.1758,0.0000,0.1274,-0.0944,-0.0825,-0.4728,0.6136,-0.1160,-0.4594,0.2372,0.7753,0.9246,0.3145,0.0000,0.3288,-0.4733,-0.2919,-0.4213,0.0000,-0.4491,0.2045,-0.2691,-0.3172,-0.3306,-0.4477,0.0000,-0.4601,-0.1647,0.9882,0.0000,0.0000,-0.4655,-0.4256,-0.4711,0.0000,-0.4678,-0.4632,0.0000,-0.0455,-0.4338,-0.2429,-0.1201,-0.0183,0.0000,-0.4735,0.7842,-0.1584,-0.4190,0.0000,-0.1003,-0.4730,-0.3386,0.0000,-0.4739,-0.2293,0.0000,-0.2994,0.0000,-0.4312,0.2776,-0.0615,-0.2667
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27386,Npas3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1852,-0.3586,0.0000,0.0000,0.0000,0.0000,-0.3600,0.0000,0.0000,-0.3593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2916,-0.1979,0.0924,1.0014,0.7006,0.1326,2.3537,1.8034,-0.2352,-0.2409,6.0039,1.2918,-0.3177,0.6421,-0.2388,2.0549,1.2551,0.5568,2.6574,1.2453,0.5131,0.0805,0.0000,0.0000,0.0000,0.0889,0.0417,-0.0415,-0.0978,0.2052,-0.2042,0.2214,0.0000,1.3721,0.3172,-0.3402,0.0000,-0.3578,-0.3586,0.3968,1.4426,-0.1993,-0.1831,0.2947,1.5229,-0.3043,-0.0126,0.0000,0.0000,0.0000,0.2686,-0.1542,0.5857,-0.1133,-0.1105,0.1164,-0.1472,0.0657,-0.1775,0.0000,1.7054,0.0000,0.0000,-0.1457,0.0000,0.0000,-0.2895,0.0000,1.0367,0.3736,1.0325,0.0000,-0.3586,-0.1577,0.0000,0.1756,-0.2028,-0.0753,1.4778,1.4024,0.0000,0.8048,0.0000,0.0000,-0.1260,0.0000,-0.2395,0.3687,0.8817,3.9145,0.1918,-0.3113,-0.0548,-0.2345,0.4053,-0.3578,1.7470,-0.2345,0.0000,0.5765,0.2820,0.0156,1.0346,0.4504,-0.3226,0.6047,2.2896,-0.3578,-0.3586,0.0000,0.2742,-0.2423,0.0000,-0.2211,0.0000,0.8359,0.5765,1.7026,-0.2775,0.4271,-0.3445,0.8718,0.0000,-0.0746,1.0529,0.4307,0.5455,0.2806,2.6701,1.4010,0.0812,-0.2395,-0.0478,0.0000,-0.3430,0.4567,0.7464,0.0339,0.0000,1.8837,0.6061,0.6477,0.8810,0.0000,0.0480,0.0000,0.7626,0.0000,0.2735,0.1291,0.0000,-0.3578,0.0000,-0.3600,0.3074,0.0000,-0.2810,-0.2204,0.0000,0.1664,4.8665,1.7611
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83453,Chrdl1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1090,0.0000,0.0000,0.0000,0.0000,-0.1096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74440,4933407C03Rik,0.1397,0.0345,1.3637,-0.5108,-0.0443,-0.2816,-0.7477,0.2068,-0.6198,-0.2153,-0.7255,-0.2053,-0.0045,-0.0573,-0.0548,0.3728,-0.7841,-0.1994,-0.7913,-0.5264,-0.6525,-0.8608,-0.6756,-0.4744,0.3929,-0.9267,-0.1600,-0.3197,-0.2899,0.7496,-0.6852,-0.7913,0.1456,-0.4538,0.2223,-0.5490,-0.6358,-0.3570,-0.0431,-0.5347,-0.0389,-0.9740,-0.7062,-0.6471,-0.4031,-0.5196,-0.4551,-0.5687,-0.3771,0.6448,0.5723,0.0081,-0.3365,-0.4316,-0.4559,-0.3696,-0.4295,-0.1906,-0.0716,1.5125,-0.4320,-0.7070,-0.9837,-0.9220,0.1527,-0.5628,-0.8047,-0.4920,0.0000,-0.5871,-0.7523,-0.6223,-0.7963,-0.4358,-0.5603,-0.4731,-0.7439,-0.9258,-0.6068,0.2017,0.1804,0.4440,-0.4023,-0.3390,-0.6429,0.8150,-0.0347,1.5351,0.6142,-0.0934,-0.8839,-0.2878,-0.8466,-0.8659,0.0000,0.2340,-0.5016,-0.6282,-0.3373,-0.7083,-0.4211,0.7978,0.0894,-0.4538,-0.1353,1.4877,-0.2032,-0.4404,-0.7422,-0.5746,-0.5150,-0.9841,-0.2661,-0.6244,-0.5440,-0.4781,-0.9841,-0.8214,-0.1449,-0.6915,-0.3763,-0.0347,-0.7255,-0.6576,0.1192,-0.9258,-0.1948,0.1569,-0.2040,0.0173,-0.3042,-0.3138,0.9533,-0.2426,0.3853,0.0000,0.3925,-0.4027,-0.9547,-0.9761,-0.9631,-0.8181,-0.1374,-0.5511,-0.0363,0.1053,0.3778,-0.9229,-0.1198,0.2231,-0.6781,-0.8684,0.5425,0.1913,0.5220,-0.0854,-0.8072,-0.2623,0.3380,-0.8282,-0.6307,0.9059,-0.6408,0.2118,-0.7489,-0.8793,0.0588,2.2359,1.3025,-0.9019,-0.8034,0.2730,-0.8797,-0.5477,-0.9573,-0.1210,-0.1638,-0.5385,-0.2099,0.3266,1.3322,-0.3025,-0.3910,-0.9258,0.6339,-0.3637,-0.3876,0.2822,1.0388,-0.3348,0.0697,-0.9187,-0.0087,-0.9824,-0.8294,0.0370,-0.4526,-0.1956,0.5748,-0.8977,-0.7317,-0.4513
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
