"","Genotype","dist","brainno","Imean"
"2514","Mafb-fl/+","114","HE1a",378.181
"2515","Mafb-fl/+","115","HE1a",378.303
"2516","Mafb-fl/+","116","HE1a",377.438
"2517","Mafb-fl/+","117","HE1a",379.692
"2518","Mafb-fl/+","118","HE1a",377.28
"2519","Mafb-fl/+","119","HE1a",374.586
"2520","Mafb-fl/+","120","HE1a",370.704
"2521","Mafb-fl/+","121","HE1a",368.453
"2522","Mafb-fl/+","122","HE1a",371.177
"2523","Mafb-fl/+","123","HE1a",372.724
"2524","Mafb-fl/+","124","HE1a",379.015
"2525","Mafb-fl/+","125","HE1a",388.014
"2526","Mafb-fl/+","126","HE1a",390.161
"2527","Mafb-fl/+","127","HE1a",389.052
"2528","Mafb-fl/+","128","HE1a",386.016
"2529","Mafb-fl/+","129","HE1a",384.151
"2530","Mafb-fl/+","130","HE1a",380.435
"2531","Mafb-fl/+","131","HE1a",378.687
"2532","Mafb-fl/+","132","HE1a",376.984
"2533","Mafb-fl/+","133","HE1a",375.099
"2534","Mafb-fl/+","134","HE1a",371.971
"2535","Mafb-fl/+","135","HE1a",368.251
"2536","Mafb-fl/+","136","HE1a",370.224
"2537","Mafb-fl/+","137","HE1a",376.375
"2538","Mafb-fl/+","138","HE1a",378.409
"2539","Mafb-fl/+","139","HE1a",377.016
"2540","Mafb-fl/+","140","HE1a",372.081
"2541","Mafb-fl/+","141","HE1a",373.688
"2542","Mafb-fl/+","142","HE1a",376.055
"2543","Mafb-fl/+","143","HE1a",378.334
"2544","Mafb-fl/+","144","HE1a",374.404
"2545","Mafb-fl/+","145","HE1a",377.562
"2546","Mafb-fl/+","146","HE1a",379.962
"2547","Mafb-fl/+","147","HE1a",382.004
"2548","Mafb-fl/+","148","HE1a",382.335
"2549","Mafb-fl/+","149","HE1a",378.634
"2550","Mafb-fl/+","150","HE1a",378.466
"2551","Mafb-fl/+","151","HE1a",373.53
"2552","Mafb-fl/+","152","HE1a",371.552
"2553","Mafb-fl/+","153","HE1a",371.106
"2554","Mafb-fl/+","154","HE1a",374.48
"2555","Mafb-fl/+","155","HE1a",372.334
"2556","Mafb-fl/+","156","HE1a",373.569
"2557","Mafb-fl/+","157","HE1a",373.571
"2558","Mafb-fl/+","158","HE1a",373.729
"2559","Mafb-fl/+","159","HE1a",368.941
"2560","Mafb-fl/+","160","HE1a",366.652
"2561","Mafb-fl/+","161","HE1a",362.658
"2562","Mafb-fl/+","162","HE1a",359.216
"2563","Mafb-fl/+","163","HE1a",359.008
"2564","Mafb-fl/+","164","HE1a",364.884
"2565","Mafb-fl/+","165","HE1a",370.671
"2566","Mafb-fl/+","166","HE1a",371.771
"2567","Mafb-fl/+","167","HE1a",371.301
"2568","Mafb-fl/+","168","HE1a",369.253
"2569","Mafb-fl/+","169","HE1a",367.402
"2570","Mafb-fl/+","170","HE1a",366.305
"2571","Mafb-fl/+","171","HE1a",365.482
"2572","Mafb-fl/+","172","HE1a",370.663
"2573","Mafb-fl/+","173","HE1a",371.845
"2574","Mafb-fl/+","174","HE1a",369.157
"2575","Mafb-fl/+","175","HE1a",363.258
"2576","Mafb-fl/+","176","HE1a",356.497
"2577","Mafb-fl/+","177","HE1a",354.426
"2578","Mafb-fl/+","178","HE1a",353.972
"2579","Mafb-fl/+","179","HE1a",354.564
"2580","Mafb-fl/+","180","HE1a",354.208
"2581","Mafb-fl/+","181","HE1a",353.201
"2582","Mafb-fl/+","182","HE1a",349.962
"2583","Mafb-fl/+","183","HE1a",349.659
"2584","Mafb-fl/+","184","HE1a",348.628
"2585","Mafb-fl/+","185","HE1a",346.13
"2586","Mafb-fl/+","186","HE1a",346.035
"2587","Mafb-fl/+","187","HE1a",348.649
"2588","Mafb-fl/+","188","HE1a",351.43
"2589","Mafb-fl/+","189","HE1a",351.701
"2590","Mafb-fl/+","190","HE1a",349.884
"2591","Mafb-fl/+","191","HE1a",350.636
"2592","Mafb-fl/+","192","HE1a",351.556
"2593","Mafb-fl/+","193","HE1a",347.064
"2594","Mafb-fl/+","194","HE1a",342.879
"2595","Mafb-fl/+","195","HE1a",344.591
"2596","Mafb-fl/+","196","HE1a",345.955
"2597","Mafb-fl/+","197","HE1a",340.666
"2598","Mafb-fl/+","198","HE1a",338.877
"2599","Mafb-fl/+","199","HE1a",340.487
"2600","Mafb-fl/+","200","HE1a",342.268
"2601","Mafb-fl/+","201","HE1a",339.96
"2602","Mafb-fl/+","202","HE1a",339.2
"2603","Mafb-fl/+","203","HE1a",335.996
"2604","Mafb-fl/+","204","HE1a",335.881
"2605","Mafb-fl/+","205","HE1a",336.918
"2606","Mafb-fl/+","206","HE1a",336.763
"2607","Mafb-fl/+","207","HE1a",334.934
"2608","Mafb-fl/+","208","HE1a",335.639
"2609","Mafb-fl/+","209","HE1a",336.457
"2610","Mafb-fl/+","210","HE1a",336.062
"2611","Mafb-fl/+","211","HE1a",337.193
"2612","Mafb-fl/+","212","HE1a",341.584
"2613","Mafb-fl/+","213","HE1a",341.878
"2614","Mafb-fl/+","214","HE1a",342.92
"2615","Mafb-fl/+","215","HE1a",345.992
"2616","Mafb-fl/+","216","HE1a",347.151
"2617","Mafb-fl/+","217","HE1a",340.628
"2618","Mafb-fl/+","218","HE1a",334.167
"2619","Mafb-fl/+","219","HE1a",332.169
"2620","Mafb-fl/+","220","HE1a",333.312
"2621","Mafb-fl/+","221","HE1a",334.004
"2622","Mafb-fl/+","222","HE1a",333.787
"2623","Mafb-fl/+","223","HE1a",331.555
"2624","Mafb-fl/+","224","HE1a",327.649
"2625","Mafb-fl/+","225","HE1a",326.136
"2626","Mafb-fl/+","226","HE1a",329.725
"2627","Mafb-fl/+","227","HE1a",334.032
"2628","Mafb-fl/+","228","HE1a",335.548
"2629","Mafb-fl/+","229","HE1a",336.603
"2630","Mafb-fl/+","230","HE1a",339.671
"2631","Mafb-fl/+","231","HE1a",343.419
"2632","Mafb-fl/+","232","HE1a",342.551
"2633","Mafb-fl/+","233","HE1a",340.413
"2634","Mafb-fl/+","234","HE1a",339.408
"2635","Mafb-fl/+","235","HE1a",336.732
"2636","Mafb-fl/+","236","HE1a",333.851
"2637","Mafb-fl/+","237","HE1a",338.321
"2638","Mafb-fl/+","238","HE1a",341.651
"2639","Mafb-fl/+","239","HE1a",339.575
"2640","Mafb-fl/+","240","HE1a",335.319
"2641","Mafb-fl/+","241","HE1a",331.905
"2642","Mafb-fl/+","242","HE1a",329.865
"2643","Mafb-fl/+","243","HE1a",328.924
"2644","Mafb-fl/+","244","HE1a",326.126
"2645","Mafb-fl/+","245","HE1a",325.93
"2646","Mafb-fl/+","246","HE1a",325.672
"2647","Mafb-fl/+","247","HE1a",328.08
"2648","Mafb-fl/+","248","HE1a",327.05
"2649","Mafb-fl/+","249","HE1a",324.47
"2650","Mafb-fl/+","250","HE1a",320.123
"2651","Mafb-fl/+","251","HE1a",318.563
"2652","Mafb-fl/+","252","HE1a",324.087
"2653","Mafb-fl/+","253","HE1a",329.336
"2654","Mafb-fl/+","254","HE1a",325.959
"2655","Mafb-fl/+","255","HE1a",323.927
"2656","Mafb-fl/+","256","HE1a",321.496
"2657","Mafb-fl/+","257","HE1a",324.026
"2658","Mafb-fl/+","258","HE1a",324.206
"2659","Mafb-fl/+","259","HE1a",324.987
"2660","Mafb-fl/+","260","HE1a",327.68
"2661","Mafb-fl/+","261","HE1a",325.543
"2662","Mafb-fl/+","262","HE1a",323.103
"2663","Mafb-fl/+","263","HE1a",324.536
"2664","Mafb-fl/+","264","HE1a",327.064
"2665","Mafb-fl/+","265","HE1a",329.124
"2666","Mafb-fl/+","266","HE1a",329.65
"2667","Mafb-fl/+","267","HE1a",331.394
"2668","Mafb-fl/+","268","HE1a",331.25
"2669","Mafb-fl/+","269","HE1a",329.877
"2670","Mafb-fl/+","270","HE1a",328.294
"2671","Mafb-fl/+","271","HE1a",322.82
"2672","Mafb-fl/+","272","HE1a",316.806
"2673","Mafb-fl/+","273","HE1a",317.324
"2674","Mafb-fl/+","274","HE1a",319.191
"2675","Mafb-fl/+","275","HE1a",322.554
"2676","Mafb-fl/+","276","HE1a",326.361
"2677","Mafb-fl/+","277","HE1a",331.381
"2678","Mafb-fl/+","278","HE1a",336.116
"2679","Mafb-fl/+","279","HE1a",335.62
"2680","Mafb-fl/+","280","HE1a",332.334
"2681","Mafb-fl/+","281","HE1a",328.072
"2682","Mafb-fl/+","282","HE1a",324.53
"2683","Mafb-fl/+","283","HE1a",320.192
"2684","Mafb-fl/+","284","HE1a",319.963
"2685","Mafb-fl/+","285","HE1a",321.472
"2686","Mafb-fl/+","286","HE1a",323.575
"2687","Mafb-fl/+","287","HE1a",322.505
"2688","Mafb-fl/+","288","HE1a",323.566
"2689","Mafb-fl/+","289","HE1a",326.966
"2690","Mafb-fl/+","290","HE1a",327.811
"2691","Mafb-fl/+","291","HE1a",327.529
"2692","Mafb-fl/+","292","HE1a",325.241
"2693","Mafb-fl/+","293","HE1a",323.07
"2694","Mafb-fl/+","294","HE1a",321.593
"2695","Mafb-fl/+","295","HE1a",319.797
"2696","Mafb-fl/+","296","HE1a",318.774
"2697","Mafb-fl/+","297","HE1a",319.831
"2698","Mafb-fl/+","298","HE1a",319.999
"2699","Mafb-fl/+","299","HE1a",320.042
"2700","Mafb-fl/+","300","HE1a",316.399
"2701","Mafb-fl/+","301","HE1a",313.278
"2702","Mafb-fl/+","302","HE1a",312.548
"2703","Mafb-fl/+","303","HE1a",312.238
"2704","Mafb-fl/+","304","HE1a",310.119
"2705","Mafb-fl/+","305","HE1a",305.712
"2706","Mafb-fl/+","306","HE1a",302.733
"2707","Mafb-fl/+","307","HE1a",302.902
"2708","Mafb-fl/+","308","HE1a",303.27
"2709","Mafb-fl/+","309","HE1a",302
"2710","Mafb-fl/+","310","HE1a",300.139
"2711","Mafb-fl/+","311","HE1a",299.82
"2712","Mafb-fl/+","312","HE1a",297.424
"2713","Mafb-fl/+","313","HE1a",296.791
"2714","Mafb-fl/+","314","HE1a",294.469
"2715","Mafb-fl/+","315","HE1a",292.217
"2716","Mafb-fl/+","316","HE1a",290.458
"2717","Mafb-fl/+","317","HE1a",291.064
"2718","Mafb-fl/+","318","HE1a",293.458
"2719","Mafb-fl/+","319","HE1a",295.758
"2720","Mafb-fl/+","320","HE1a",298.029
"2721","Mafb-fl/+","321","HE1a",297.105
"2722","Mafb-fl/+","322","HE1a",296.95
"2723","Mafb-fl/+","323","HE1a",295.66
"2724","Mafb-fl/+","324","HE1a",298.557
"2725","Mafb-fl/+","325","HE1a",300.143
"2726","Mafb-fl/+","326","HE1a",304.467
"2727","Mafb-fl/+","327","HE1a",304.447
"2728","Mafb-fl/+","328","HE1a",305.286
"2729","Mafb-fl/+","329","HE1a",309.068
"2730","Mafb-fl/+","330","HE1a",310.447
"2731","Mafb-fl/+","331","HE1a",313.525
"2732","Mafb-fl/+","332","HE1a",314.038
"2733","Mafb-fl/+","333","HE1a",311.727
"2734","Mafb-fl/+","334","HE1a",309.256
"2735","Mafb-fl/+","335","HE1a",309.502
"2736","Mafb-fl/+","336","HE1a",309.601
"2737","Mafb-fl/+","337","HE1a",309.909
"2738","Mafb-fl/+","338","HE1a",306.565
"2739","Mafb-fl/+","339","HE1a",308.137
"2740","Mafb-fl/+","340","HE1a",308.196
"2741","Mafb-fl/+","341","HE1a",304.662
"2742","Mafb-fl/+","342","HE1a",302.851
"2743","Mafb-fl/+","343","HE1a",302.784
"2744","Mafb-fl/+","344","HE1a",303.237
"2745","Mafb-fl/+","345","HE1a",305.32
"2746","Mafb-fl/+","346","HE1a",309.785
"2747","Mafb-fl/+","347","HE1a",311.703
"2748","Mafb-fl/+","348","HE1a",312.8
"2749","Mafb-fl/+","349","HE1a",314.178
"2750","Mafb-fl/+","350","HE1a",312.828
"2751","Mafb-fl/+","351","HE1a",308.757
"2752","Mafb-fl/+","352","HE1a",304.333
"2753","Mafb-fl/+","353","HE1a",301.412
"2754","Mafb-fl/+","354","HE1a",300.261
"2755","Mafb-fl/+","355","HE1a",298.9
"2756","Mafb-fl/+","356","HE1a",298.696
"2757","Mafb-fl/+","357","HE1a",297.321
"2758","Mafb-fl/+","358","HE1a",294.695
"2759","Mafb-fl/+","359","HE1a",293.294
"2760","Mafb-fl/+","360","HE1a",292.259
"2761","Mafb-fl/+","361","HE1a",291.395
"2762","Mafb-fl/+","362","HE1a",292.321
"2763","Mafb-fl/+","363","HE1a",292.681
"2764","Mafb-fl/+","364","HE1a",292.326
"2765","Mafb-fl/+","365","HE1a",292.206
"2766","Mafb-fl/+","366","HE1a",290.214
"2767","Mafb-fl/+","367","HE1a",286.554
"2768","Mafb-fl/+","368","HE1a",283.667
"2769","Mafb-fl/+","369","HE1a",283.723
"2770","Mafb-fl/+","370","HE1a",282.861
"2771","Mafb-fl/+","371","HE1a",282.725
"2772","Mafb-fl/+","372","HE1a",285.994
"2773","Mafb-fl/+","373","HE1a",287.326
"2774","Mafb-fl/+","374","HE1a",283.996
"2775","Mafb-fl/+","375","HE1a",279.985
"2776","Mafb-fl/+","376","HE1a",279.655
"2777","Mafb-fl/+","377","HE1a",279.911
"2778","Mafb-fl/+","378","HE1a",278.038
"2779","Mafb-fl/+","379","HE1a",278.708
"2780","Mafb-fl/+","380","HE1a",278.724
"2781","Mafb-fl/+","381","HE1a",280.251
"2782","Mafb-fl/+","382","HE1a",282.169
"2783","Mafb-fl/+","383","HE1a",284.058
"2784","Mafb-fl/+","384","HE1a",287.977
"2785","Mafb-fl/+","385","HE1a",288.863
"2786","Mafb-fl/+","386","HE1a",288.989
"2787","Mafb-fl/+","387","HE1a",287.606
"2788","Mafb-fl/+","388","HE1a",286.189
"2789","Mafb-fl/+","389","HE1a",286.692
"2790","Mafb-fl/+","390","HE1a",286.621
"2791","Mafb-fl/+","391","HE1a",288.129
"2792","Mafb-fl/+","392","HE1a",287.535
"2793","Mafb-fl/+","393","HE1a",287.508
"2794","Mafb-fl/+","394","HE1a",286.85
"2795","Mafb-fl/+","395","HE1a",287.342
"2796","Mafb-fl/+","396","HE1a",288.096
"2797","Mafb-fl/+","397","HE1a",287.853
"2798","Mafb-fl/+","398","HE1a",284.64
"2799","Mafb-fl/+","399","HE1a",285.308
"2800","Mafb-fl/+","400","HE1a",289.118
"2801","Mafb-fl/+","401","HE1a",291.849
"2802","Mafb-fl/+","402","HE1a",292.476
"2803","Mafb-fl/+","403","HE1a",288.462
"2804","Mafb-fl/+","404","HE1a",286.496
"2805","Mafb-fl/+","405","HE1a",287.664
"2806","Mafb-fl/+","406","HE1a",288.625
"2807","Mafb-fl/+","407","HE1a",288.877
"2808","Mafb-fl/+","408","HE1a",286.716
"2809","Mafb-fl/+","409","HE1a",284.821
"2810","Mafb-fl/+","410","HE1a",285.702
"2811","Mafb-fl/+","411","HE1a",284.884
"2812","Mafb-fl/+","412","HE1a",284.956
"2813","Mafb-fl/+","413","HE1a",286.975
"2814","Mafb-fl/+","414","HE1a",285.768
"2815","Mafb-fl/+","415","HE1a",285.419
"2816","Mafb-fl/+","416","HE1a",285.056
"2817","Mafb-fl/+","417","HE1a",285.139
"2818","Mafb-fl/+","418","HE1a",289.08
"2819","Mafb-fl/+","419","HE1a",294.449
"2820","Mafb-fl/+","420","HE1a",294.749
"2821","Mafb-fl/+","421","HE1a",287.119
"2822","Mafb-fl/+","422","HE1a",281.149
"2823","Mafb-fl/+","423","HE1a",274.741
"2824","Mafb-fl/+","424","HE1a",271.942
"2825","Mafb-fl/+","425","HE1a",272.196
"2826","Mafb-fl/+","426","HE1a",271.614
"2827","Mafb-fl/+","427","HE1a",272.511
"2828","Mafb-fl/+","428","HE1a",273.732
"2829","Mafb-fl/+","429","HE1a",272.729
"2830","Mafb-fl/+","430","HE1a",271.094
"2831","Mafb-fl/+","431","HE1a",271.282
"2832","Mafb-fl/+","432","HE1a",272.29
"2833","Mafb-fl/+","433","HE1a",275.887
"2834","Mafb-fl/+","434","HE1a",281.032
"2835","Mafb-fl/+","435","HE1a",282.55
"2836","Mafb-fl/+","436","HE1a",279.342
"2837","Mafb-fl/+","437","HE1a",281.274
"2838","Mafb-fl/+","438","HE1a",283.606
"2839","Mafb-fl/+","439","HE1a",285.022
"2840","Mafb-fl/+","440","HE1a",285.45
"2841","Mafb-fl/+","441","HE1a",284.637
"2842","Mafb-fl/+","442","HE1a",284.391
"2843","Mafb-fl/+","443","HE1a",287.34
"2844","Mafb-fl/+","444","HE1a",287.284
"2845","Mafb-fl/+","445","HE1a",284.389
"2846","Mafb-fl/+","446","HE1a",281.002
"2847","Mafb-fl/+","447","HE1a",278.108
"2848","Mafb-fl/+","448","HE1a",278.138
"2849","Mafb-fl/+","449","HE1a",276.156
"2850","Mafb-fl/+","450","HE1a",275.893
"2851","Mafb-fl/+","451","HE1a",274.359
"2852","Mafb-fl/+","452","HE1a",272.511
"2853","Mafb-fl/+","453","HE1a",272.884
"2854","Mafb-fl/+","454","HE1a",272.728
"2855","Mafb-fl/+","455","HE1a",271.747
"2856","Mafb-fl/+","456","HE1a",273.181
"2857","Mafb-fl/+","457","HE1a",276.736
"2858","Mafb-fl/+","458","HE1a",278.639
"2859","Mafb-fl/+","459","HE1a",280.061
"2860","Mafb-fl/+","460","HE1a",279.08
"2861","Mafb-fl/+","461","HE1a",277.474
"2862","Mafb-fl/+","462","HE1a",278.604
"2863","Mafb-fl/+","463","HE1a",278.061
"2864","Mafb-fl/+","464","HE1a",276.453
"2865","Mafb-fl/+","465","HE1a",277.532
"2866","Mafb-fl/+","466","HE1a",278.893
"2867","Mafb-fl/+","467","HE1a",278.137
"2868","Mafb-fl/+","468","HE1a",276.545
"2869","Mafb-fl/+","469","HE1a",271.277
"2870","Mafb-fl/+","470","HE1a",268.576
"2871","Mafb-fl/+","471","HE1a",268.691
"2872","Mafb-fl/+","472","HE1a",270.012
"2873","Mafb-fl/+","473","HE1a",275.826
"2874","Mafb-fl/+","474","HE1a",279.383
"2875","Mafb-fl/+","475","HE1a",279.583
"2876","Mafb-fl/+","476","HE1a",277.419
"2877","Mafb-fl/+","477","HE1a",275.691
"2878","Mafb-fl/+","478","HE1a",276.064
"2879","Mafb-fl/+","479","HE1a",277.151
"2880","Mafb-fl/+","480","HE1a",278.522
"2881","Mafb-fl/+","481","HE1a",278.919
"2882","Mafb-fl/+","482","HE1a",275.997
"2883","Mafb-fl/+","483","HE1a",272.104
"2884","Mafb-fl/+","484","HE1a",270.117
"2885","Mafb-fl/+","485","HE1a",268.35
"2886","Mafb-fl/+","486","HE1a",265.457
"2887","Mafb-fl/+","487","HE1a",263.556
"2888","Mafb-fl/+","488","HE1a",264.631
"2889","Mafb-fl/+","489","HE1a",263.996
"2890","Mafb-fl/+","490","HE1a",263.017
"2891","Mafb-fl/+","491","HE1a",261.266
"2892","Mafb-fl/+","492","HE1a",258.881
"2893","Mafb-fl/+","493","HE1a",258.379
"2894","Mafb-fl/+","494","HE1a",257.163
"2895","Mafb-fl/+","495","HE1a",259.539
"2896","Mafb-fl/+","496","HE1a",262.602
"2897","Mafb-fl/+","497","HE1a",261.708
"2898","Mafb-fl/+","498","HE1a",260.099
"2899","Mafb-fl/+","499","HE1a",259.643
"2900","Mafb-fl/+","500","HE1a",258.977
"2901","Mafb-fl/+","501","HE1a",257.905
"2902","Mafb-fl/+","502","HE1a",257.583
"2903","Mafb-fl/+","503","HE1a",256.004
"2904","Mafb-fl/+","504","HE1a",255.194
"2905","Mafb-fl/+","505","HE1a",256.3
"2906","Mafb-fl/+","506","HE1a",256.615
"2907","Mafb-fl/+","507","HE1a",260.065
"2908","Mafb-fl/+","508","HE1a",263.325
"2909","Mafb-fl/+","509","HE1a",264.794
"2910","Mafb-fl/+","510","HE1a",267.684
"2911","Mafb-fl/+","511","HE1a",268.807
"2912","Mafb-fl/+","512","HE1a",272.109
"2913","Mafb-fl/+","513","HE1a",272.567
"2914","Mafb-fl/+","514","HE1a",272.488
"2915","Mafb-fl/+","515","HE1a",274.684
"2916","Mafb-fl/+","516","HE1a",273.329
"2917","Mafb-fl/+","517","HE1a",267.591
"2918","Mafb-fl/+","518","HE1a",264.045
"2919","Mafb-fl/+","519","HE1a",261.55
"2920","Mafb-fl/+","520","HE1a",261.068
"2921","Mafb-fl/+","521","HE1a",264.004
"2922","Mafb-fl/+","522","HE1a",265.325
"2923","Mafb-fl/+","523","HE1a",261.767
"2924","Mafb-fl/+","524","HE1a",256.454
"2925","Mafb-fl/+","525","HE1a",253.453
"2926","Mafb-fl/+","526","HE1a",251.368
"2927","Mafb-fl/+","527","HE1a",250.542
"2928","Mafb-fl/+","528","HE1a",251.658
"2929","Mafb-fl/+","529","HE1a",253.1
"2930","Mafb-fl/+","530","HE1a",256.033
"2931","Mafb-fl/+","531","HE1a",258.083
"2932","Mafb-fl/+","532","HE1a",258.422
"2933","Mafb-fl/+","533","HE1a",258.884
"2934","Mafb-fl/+","534","HE1a",260.492
"2935","Mafb-fl/+","535","HE1a",260.945
"2936","Mafb-fl/+","536","HE1a",260.05
"2937","Mafb-fl/+","537","HE1a",260.094
"2938","Mafb-fl/+","538","HE1a",259.701
"2939","Mafb-fl/+","539","HE1a",259.575
"2940","Mafb-fl/+","540","HE1a",259.206
"2941","Mafb-fl/+","541","HE1a",258.061
"2942","Mafb-fl/+","542","HE1a",257.489
"2943","Mafb-fl/+","543","HE1a",256.691
"2944","Mafb-fl/+","544","HE1a",256.293
"2945","Mafb-fl/+","545","HE1a",258.487
"2946","Mafb-fl/+","546","HE1a",258.03
"2947","Mafb-fl/+","547","HE1a",257.014
"2948","Mafb-fl/+","548","HE1a",255.349
"2949","Mafb-fl/+","549","HE1a",254.192
"2950","Mafb-fl/+","550","HE1a",256.565
"2951","Mafb-fl/+","551","HE1a",260.297
"2952","Mafb-fl/+","552","HE1a",260.444
"2953","Mafb-fl/+","553","HE1a",260.959
"2954","Mafb-fl/+","554","HE1a",260.287
"2955","Mafb-fl/+","555","HE1a",258.547
"2956","Mafb-fl/+","556","HE1a",256.561
"2957","Mafb-fl/+","557","HE1a",256.234
"2958","Mafb-fl/+","558","HE1a",256.092
"2959","Mafb-fl/+","559","HE1a",256.329
"2960","Mafb-fl/+","560","HE1a",254.968
"2961","Mafb-fl/+","561","HE1a",251.654
"2962","Mafb-fl/+","562","HE1a",248.398
"2963","Mafb-fl/+","563","HE1a",246.634
"2964","Mafb-fl/+","564","HE1a",246.973
"2965","Mafb-fl/+","565","HE1a",245.632
"2966","Mafb-fl/+","566","HE1a",245.446
"2967","Mafb-fl/+","567","HE1a",244.841
"2968","Mafb-fl/+","568","HE1a",245.497
"2969","Mafb-fl/+","569","HE1a",244.19
"2970","Mafb-fl/+","570","HE1a",245.068
"2971","Mafb-fl/+","571","HE1a",245.662
"2972","Mafb-fl/+","572","HE1a",246.764
"2973","Mafb-fl/+","573","HE1a",247.49
"2974","Mafb-fl/+","574","HE1a",248.564
"2975","Mafb-fl/+","575","HE1a",248.866
"2976","Mafb-fl/+","576","HE1a",251.118
"2977","Mafb-fl/+","577","HE1a",251.366
"2978","Mafb-fl/+","578","HE1a",250.721
"2979","Mafb-fl/+","579","HE1a",251.207
"2980","Mafb-fl/+","580","HE1a",252.657
"2981","Mafb-fl/+","581","HE1a",250.833
"2982","Mafb-fl/+","582","HE1a",251.187
"2983","Mafb-fl/+","583","HE1a",250.342
"2984","Mafb-fl/+","584","HE1a",250.149
"2985","Mafb-fl/+","585","HE1a",249.394
"2986","Mafb-fl/+","586","HE1a",249.424
"2987","Mafb-fl/+","587","HE1a",246.564
"2988","Mafb-fl/+","588","HE1a",247.857
"2989","Mafb-fl/+","589","HE1a",247.295
"2990","Mafb-fl/+","590","HE1a",247.929
"2991","Mafb-fl/+","591","HE1a",249.164
"2992","Mafb-fl/+","592","HE1a",249.969
"2993","Mafb-fl/+","593","HE1a",248.57
"2994","Mafb-fl/+","594","HE1a",246.961
"2995","Mafb-fl/+","595","HE1a",246.753
"2996","Mafb-fl/+","596","HE1a",246.84
"2997","Mafb-fl/+","597","HE1a",247.99
"2998","Mafb-fl/+","598","HE1a",248.204
"2999","Mafb-fl/+","599","HE1a",250.117
"3000","Mafb-fl/+","600","HE1a",249.132
"3001","Mafb-fl/+","1","HE2a",208.294444444444
"3002","Mafb-fl/+","2","HE2a",208.487777777778
"3003","Mafb-fl/+","3","HE2a",208.392222222222
"3004","Mafb-fl/+","4","HE2a",207.371111111111
"3005","Mafb-fl/+","5","HE2a",205.441111111111
"3006","Mafb-fl/+","6","HE2a",203.481111111111
"3007","Mafb-fl/+","7","HE2a",203.328888888889
"3008","Mafb-fl/+","8","HE2a",202.574444444444
"3009","Mafb-fl/+","9","HE2a",201.157777777778
"3010","Mafb-fl/+","10","HE2a",202.503333333333
"3011","Mafb-fl/+","11","HE2a",201.054444444444
"3012","Mafb-fl/+","12","HE2a",200.287777777778
"3013","Mafb-fl/+","13","HE2a",199.693333333333
"3014","Mafb-fl/+","14","HE2a",200.66
"3015","Mafb-fl/+","15","HE2a",202.027777777778
"3016","Mafb-fl/+","16","HE2a",199.471111111111
"3017","Mafb-fl/+","17","HE2a",194.927777777778
"3018","Mafb-fl/+","18","HE2a",192.828888888889
"3019","Mafb-fl/+","19","HE2a",192.676666666667
"3020","Mafb-fl/+","20","HE2a",194.663333333333
"3021","Mafb-fl/+","21","HE2a",195.923333333333
"3022","Mafb-fl/+","22","HE2a",198.891111111111
"3023","Mafb-fl/+","23","HE2a",198.874444444444
"3024","Mafb-fl/+","24","HE2a",200.48
"3025","Mafb-fl/+","25","HE2a",201.194444444444
"3026","Mafb-fl/+","26","HE2a",198.522222222222
"3027","Mafb-fl/+","27","HE2a",194.821111111111
"3028","Mafb-fl/+","28","HE2a",191.568888888889
"3029","Mafb-fl/+","29","HE2a",190.827777777778
"3030","Mafb-fl/+","30","HE2a",191.574444444444
"3031","Mafb-fl/+","31","HE2a",192.393333333333
"3032","Mafb-fl/+","32","HE2a",192.815555555556
"3033","Mafb-fl/+","33","HE2a",192.404444444444
"3034","Mafb-fl/+","34","HE2a",194.974444444444
"3035","Mafb-fl/+","35","HE2a",194.856666666667
"3036","Mafb-fl/+","36","HE2a",196.54
"3037","Mafb-fl/+","37","HE2a",197.488888888889
"3038","Mafb-fl/+","38","HE2a",198.078888888889
"3039","Mafb-fl/+","39","HE2a",198.085555555556
"3040","Mafb-fl/+","40","HE2a",199.333333333333
"3041","Mafb-fl/+","41","HE2a",202.865555555556
"3042","Mafb-fl/+","42","HE2a",202.328888888889
"3043","Mafb-fl/+","43","HE2a",201.723333333333
"3044","Mafb-fl/+","44","HE2a",200.581111111111
"3045","Mafb-fl/+","45","HE2a",198.572222222222
"3046","Mafb-fl/+","46","HE2a",196.99
"3047","Mafb-fl/+","47","HE2a",195.707777777778
"3048","Mafb-fl/+","48","HE2a",193.391111111111
"3049","Mafb-fl/+","49","HE2a",193.354444444444
"3050","Mafb-fl/+","50","HE2a",193.988888888889
"3051","Mafb-fl/+","51","HE2a",193.841111111111
"3052","Mafb-fl/+","52","HE2a",194.658888888889
"3053","Mafb-fl/+","53","HE2a",196.774444444444
"3054","Mafb-fl/+","54","HE2a",195.67
"3055","Mafb-fl/+","55","HE2a",194.551111111111
"3056","Mafb-fl/+","56","HE2a",195.622222222222
"3057","Mafb-fl/+","57","HE2a",194.501111111111
"3058","Mafb-fl/+","58","HE2a",193.82
"3059","Mafb-fl/+","59","HE2a",193.804444444444
"3060","Mafb-fl/+","60","HE2a",195.534444444444
"3061","Mafb-fl/+","61","HE2a",197.517777777778
"3062","Mafb-fl/+","62","HE2a",201.241111111111
"3063","Mafb-fl/+","63","HE2a",202.743333333333
"3064","Mafb-fl/+","64","HE2a",201.662222222222
"3065","Mafb-fl/+","65","HE2a",202.768888888889
