"","Genotype","dist","brainno","Imean"
"1272","Mafb-fl/fl","72","HOL1",160.139090909091
"1273","Mafb-fl/fl","73","HOL1",160.924545454545
"1274","Mafb-fl/fl","74","HOL1",162.328181818182
"1275","Mafb-fl/fl","75","HOL1",163.911818181818
"1276","Mafb-fl/fl","76","HOL1",164.405454545455
"1277","Mafb-fl/fl","77","HOL1",164.010909090909
"1278","Mafb-fl/fl","78","HOL1",162.19
"1279","Mafb-fl/fl","79","HOL1",161.597272727273
"1280","Mafb-fl/fl","80","HOL1",161.095454545455
"1281","Mafb-fl/fl","81","HOL1",161.17
"1282","Mafb-fl/fl","82","HOL1",162.551818181818
"1283","Mafb-fl/fl","83","HOL1",164.058181818182
"1284","Mafb-fl/fl","84","HOL1",165.246363636364
"1285","Mafb-fl/fl","85","HOL1",165.771818181818
"1286","Mafb-fl/fl","86","HOL1",164.91
"1287","Mafb-fl/fl","87","HOL1",164.287272727273
"1288","Mafb-fl/fl","88","HOL1",164.271818181818
"1289","Mafb-fl/fl","89","HOL1",164.348181818182
"1290","Mafb-fl/fl","90","HOL1",165.209090909091
"1291","Mafb-fl/fl","91","HOL1",165.329090909091
"1292","Mafb-fl/fl","92","HOL1",163.923636363636
"1293","Mafb-fl/fl","93","HOL1",162.852727272727
"1294","Mafb-fl/fl","94","HOL1",162.519090909091
"1295","Mafb-fl/fl","95","HOL1",162.690909090909
"1296","Mafb-fl/fl","96","HOL1",164.279090909091
"1297","Mafb-fl/fl","97","HOL1",166.252727272727
"1298","Mafb-fl/fl","98","HOL1",167.459090909091
"1299","Mafb-fl/fl","99","HOL1",168.721818181818
"1300","Mafb-fl/fl","100","HOL1",168.4
"1301","Mafb-fl/fl","101","HOL1",167.779090909091
"1302","Mafb-fl/fl","102","HOL1",164.880909090909
"1303","Mafb-fl/fl","103","HOL1",162.186363636364
"1304","Mafb-fl/fl","104","HOL1",161.997272727273
"1305","Mafb-fl/fl","105","HOL1",161.958181818182
"1306","Mafb-fl/fl","106","HOL1",161.470909090909
"1307","Mafb-fl/fl","107","HOL1",160.646363636364
"1308","Mafb-fl/fl","108","HOL1",162.557272727273
"1309","Mafb-fl/fl","109","HOL1",166.122727272727
"1310","Mafb-fl/fl","110","HOL1",166.808181818182
"1311","Mafb-fl/fl","111","HOL1",164.994545454545
"1312","Mafb-fl/fl","112","HOL1",164.275454545455
"1313","Mafb-fl/fl","113","HOL1",162.108181818182
"1314","Mafb-fl/fl","114","HOL1",159.939090909091
"1315","Mafb-fl/fl","115","HOL1",158.997272727273
"1316","Mafb-fl/fl","116","HOL1",157.232727272727
"1317","Mafb-fl/fl","117","HOL1",157.097272727273
"1318","Mafb-fl/fl","118","HOL1",157.702727272727
"1319","Mafb-fl/fl","119","HOL1",157.403636363636
"1320","Mafb-fl/fl","120","HOL1",156.203636363636
"1321","Mafb-fl/fl","121","HOL1",154.353636363636
"1322","Mafb-fl/fl","122","HOL1",154.420909090909
"1323","Mafb-fl/fl","123","HOL1",154.426363636364
"1324","Mafb-fl/fl","124","HOL1",156.549090909091
"1325","Mafb-fl/fl","125","HOL1",158.378181818182
"1326","Mafb-fl/fl","126","HOL1",158.625454545455
"1327","Mafb-fl/fl","127","HOL1",159
"1328","Mafb-fl/fl","128","HOL1",159.382727272727
"1329","Mafb-fl/fl","129","HOL1",160.545454545455
"1330","Mafb-fl/fl","130","HOL1",160.477272727273
"1331","Mafb-fl/fl","131","HOL1",159.328181818182
"1332","Mafb-fl/fl","132","HOL1",156.929090909091
"1333","Mafb-fl/fl","133","HOL1",153.733636363636
"1334","Mafb-fl/fl","134","HOL1",151.798181818182
"1335","Mafb-fl/fl","135","HOL1",150.872727272727
"1336","Mafb-fl/fl","136","HOL1",150.888181818182
"1337","Mafb-fl/fl","137","HOL1",151.063636363636
"1338","Mafb-fl/fl","138","HOL1",152.378181818182
"1339","Mafb-fl/fl","139","HOL1",151.969090909091
"1340","Mafb-fl/fl","140","HOL1",151.610909090909
"1341","Mafb-fl/fl","141","HOL1",151.203636363636
"1342","Mafb-fl/fl","142","HOL1",152.709090909091
"1343","Mafb-fl/fl","143","HOL1",155.676363636364
"1344","Mafb-fl/fl","144","HOL1",156.501818181818
"1345","Mafb-fl/fl","145","HOL1",154.902727272727
"1346","Mafb-fl/fl","146","HOL1",154.893636363636
"1347","Mafb-fl/fl","147","HOL1",156.368181818182
"1348","Mafb-fl/fl","148","HOL1",155.168181818182
"1349","Mafb-fl/fl","149","HOL1",154.184545454545
"1350","Mafb-fl/fl","150","HOL1",152.5
"1351","Mafb-fl/fl","151","HOL1",151.395454545455
"1352","Mafb-fl/fl","152","HOL1",150.993636363636
"1353","Mafb-fl/fl","153","HOL1",150.239090909091
"1354","Mafb-fl/fl","154","HOL1",149.074545454545
"1355","Mafb-fl/fl","155","HOL1",149.404545454545
"1356","Mafb-fl/fl","156","HOL1",147.805454545455
"1357","Mafb-fl/fl","157","HOL1",145.666363636364
"1358","Mafb-fl/fl","158","HOL1",143.65
"1359","Mafb-fl/fl","159","HOL1",142.128181818182
"1360","Mafb-fl/fl","160","HOL1",142.018181818182
"1361","Mafb-fl/fl","161","HOL1",141.744545454545
"1362","Mafb-fl/fl","162","HOL1",141.882727272727
"1363","Mafb-fl/fl","163","HOL1",141.335454545455
"1364","Mafb-fl/fl","164","HOL1",140.988181818182
"1365","Mafb-fl/fl","165","HOL1",141.170909090909
"1366","Mafb-fl/fl","166","HOL1",140.909090909091
"1367","Mafb-fl/fl","167","HOL1",141.490909090909
"1368","Mafb-fl/fl","168","HOL1",143.570909090909
"1369","Mafb-fl/fl","169","HOL1",145.591818181818
"1370","Mafb-fl/fl","170","HOL1",144.402727272727
"1371","Mafb-fl/fl","171","HOL1",143.458181818182
"1372","Mafb-fl/fl","172","HOL1",142.333636363636
"1373","Mafb-fl/fl","173","HOL1",142.407272727273
"1374","Mafb-fl/fl","174","HOL1",142.872727272727
"1375","Mafb-fl/fl","175","HOL1",142.185454545455
"1376","Mafb-fl/fl","176","HOL1",142.360909090909
"1377","Mafb-fl/fl","177","HOL1",142.391818181818
"1378","Mafb-fl/fl","178","HOL1",141.547272727273
"1379","Mafb-fl/fl","179","HOL1",141.925454545455
"1380","Mafb-fl/fl","180","HOL1",142.594545454545
"1381","Mafb-fl/fl","181","HOL1",141.318181818182
"1382","Mafb-fl/fl","182","HOL1",140.628181818182
"1383","Mafb-fl/fl","183","HOL1",141.587272727273
"1384","Mafb-fl/fl","184","HOL1",142.695454545455
"1385","Mafb-fl/fl","185","HOL1",144.577272727273
"1386","Mafb-fl/fl","186","HOL1",143.31
"1387","Mafb-fl/fl","187","HOL1",140.459090909091
"1388","Mafb-fl/fl","188","HOL1",138.229636363636
"1389","Mafb-fl/fl","189","HOL1",138.012090909091
"1390","Mafb-fl/fl","190","HOL1",140.401363636364
"1391","Mafb-fl/fl","191","HOL1",139.595909090909
"1392","Mafb-fl/fl","192","HOL1",138.005
"1393","Mafb-fl/fl","193","HOL1",136.493454545455
"1394","Mafb-fl/fl","194","HOL1",135.355090909091
"1395","Mafb-fl/fl","195","HOL1",134.413727272727
"1396","Mafb-fl/fl","196","HOL1",133.707454545455
"1397","Mafb-fl/fl","197","HOL1",134.198727272727
"1398","Mafb-fl/fl","198","HOL1",135.258636363636
"1399","Mafb-fl/fl","199","HOL1",135.432
"1400","Mafb-fl/fl","200","HOL1",137.822818181818
"1401","Mafb-fl/fl","201","HOL1",138.064727272727
"1402","Mafb-fl/fl","202","HOL1",136.247818181818
"1403","Mafb-fl/fl","203","HOL1",136.039181818182
"1404","Mafb-fl/fl","204","HOL1",135.001090909091
"1405","Mafb-fl/fl","205","HOL1",134.757090909091
"1406","Mafb-fl/fl","206","HOL1",136.308727272727
"1407","Mafb-fl/fl","207","HOL1",136.526909090909
"1408","Mafb-fl/fl","208","HOL1",136.457909090909
"1409","Mafb-fl/fl","209","HOL1",134.623363636364
"1410","Mafb-fl/fl","210","HOL1",132.725909090909
"1411","Mafb-fl/fl","211","HOL1",131.304909090909
"1412","Mafb-fl/fl","212","HOL1",129.986454545455
"1413","Mafb-fl/fl","213","HOL1",130.065272727273
"1414","Mafb-fl/fl","214","HOL1",130.597818181818
"1415","Mafb-fl/fl","215","HOL1",131.398818181818
"1416","Mafb-fl/fl","216","HOL1",130.311272727273
"1417","Mafb-fl/fl","217","HOL1",130.676727272727
"1418","Mafb-fl/fl","218","HOL1",129.422909090909
"1419","Mafb-fl/fl","219","HOL1",130.176545454545
"1420","Mafb-fl/fl","220","HOL1",130.691545454545
"1421","Mafb-fl/fl","221","HOL1",130.292363636364
"1422","Mafb-fl/fl","222","HOL1",129.813454545455
"1423","Mafb-fl/fl","223","HOL1",130.322272727273
"1424","Mafb-fl/fl","224","HOL1",130.744363636364
"1425","Mafb-fl/fl","225","HOL1",131.938272727273
"1426","Mafb-fl/fl","226","HOL1",132.077545454545
"1427","Mafb-fl/fl","227","HOL1",131.726818181818
"1428","Mafb-fl/fl","228","HOL1",131.994818181818
"1429","Mafb-fl/fl","229","HOL1",131.407727272727
"1430","Mafb-fl/fl","230","HOL1",132.102727272727
"1431","Mafb-fl/fl","231","HOL1",131.194
"1432","Mafb-fl/fl","232","HOL1",131.196
"1433","Mafb-fl/fl","233","HOL1",129.536909090909
"1434","Mafb-fl/fl","234","HOL1",127.652363636364
"1435","Mafb-fl/fl","235","HOL1",126.791
"1436","Mafb-fl/fl","236","HOL1",126.225363636364
"1437","Mafb-fl/fl","237","HOL1",125.714090909091
"1438","Mafb-fl/fl","238","HOL1",125.264636363636
"1439","Mafb-fl/fl","239","HOL1",124.169818181818
"1440","Mafb-fl/fl","240","HOL1",123.651545454545
"1441","Mafb-fl/fl","241","HOL1",122.595454545455
"1442","Mafb-fl/fl","242","HOL1",121.746454545455
"1443","Mafb-fl/fl","243","HOL1",121.214818181818
"1444","Mafb-fl/fl","244","HOL1",121.742181818182
"1445","Mafb-fl/fl","245","HOL1",122.860363636364
"1446","Mafb-fl/fl","246","HOL1",124.264909090909
"1447","Mafb-fl/fl","247","HOL1",126.223909090909
"1448","Mafb-fl/fl","248","HOL1",127.760090909091
"1449","Mafb-fl/fl","249","HOL1",128.407727272727
"1450","Mafb-fl/fl","250","HOL1",127.055090909091
"1451","Mafb-fl/fl","251","HOL1",127.218727272727
"1452","Mafb-fl/fl","252","HOL1",127.444545454545
"1453","Mafb-fl/fl","253","HOL1",127.683727272727
"1454","Mafb-fl/fl","254","HOL1",127.541272727273
"1455","Mafb-fl/fl","255","HOL1",125.838545454545
"1456","Mafb-fl/fl","256","HOL1",124.366636363636
"1457","Mafb-fl/fl","257","HOL1",124.104636363636
"1458","Mafb-fl/fl","258","HOL1",123.007090909091
"1459","Mafb-fl/fl","259","HOL1",121.986363636364
"1460","Mafb-fl/fl","260","HOL1",122.096727272727
"1461","Mafb-fl/fl","261","HOL1",122.403181818182
"1462","Mafb-fl/fl","262","HOL1",121.483545454545
"1463","Mafb-fl/fl","263","HOL1",120.426909090909
"1464","Mafb-fl/fl","264","HOL1",120.491909090909
"1465","Mafb-fl/fl","265","HOL1",121.320727272727
"1466","Mafb-fl/fl","266","HOL1",121.985454545455
"1467","Mafb-fl/fl","267","HOL1",122.738454545455
"1468","Mafb-fl/fl","268","HOL1",122.652272727273
"1469","Mafb-fl/fl","269","HOL1",122.130272727273
"1470","Mafb-fl/fl","270","HOL1",121.657545454545
"1471","Mafb-fl/fl","271","HOL1",122.080181818182
"1472","Mafb-fl/fl","272","HOL1",122.304545454545
"1473","Mafb-fl/fl","273","HOL1",123.462818181818
"1474","Mafb-fl/fl","274","HOL1",122.790727272727
"1475","Mafb-fl/fl","275","HOL1",123.087090909091
"1476","Mafb-fl/fl","276","HOL1",122.993272727273
"1477","Mafb-fl/fl","277","HOL1",121.81
"1478","Mafb-fl/fl","278","HOL1",120.426363636364
"1479","Mafb-fl/fl","279","HOL1",120.073454545455
"1480","Mafb-fl/fl","280","HOL1",120.051636363636
"1481","Mafb-fl/fl","281","HOL1",119.845727272727
"1482","Mafb-fl/fl","282","HOL1",120.714
"1483","Mafb-fl/fl","283","HOL1",121.228818181818
"1484","Mafb-fl/fl","284","HOL1",120.987454545455
"1485","Mafb-fl/fl","285","HOL1",121.483818181818
"1486","Mafb-fl/fl","286","HOL1",121.312
"1487","Mafb-fl/fl","287","HOL1",120.339818181818
"1488","Mafb-fl/fl","288","HOL1",119.191909090909
"1489","Mafb-fl/fl","289","HOL1",119.030818181818
"1490","Mafb-fl/fl","290","HOL1",118.909636363636
"1491","Mafb-fl/fl","291","HOL1",119.115181818182
"1492","Mafb-fl/fl","292","HOL1",118.440636363636
"1493","Mafb-fl/fl","293","HOL1",117.565545454545
"1494","Mafb-fl/fl","294","HOL1",116.815090909091
"1495","Mafb-fl/fl","295","HOL1",116.059545454545
"1496","Mafb-fl/fl","296","HOL1",115.750363636364
"1497","Mafb-fl/fl","297","HOL1",117.032727272727
"1498","Mafb-fl/fl","298","HOL1",118.103818181818
"1499","Mafb-fl/fl","299","HOL1",118.186090909091
"1500","Mafb-fl/fl","300","HOL1",117.585
"1501","Mafb-fl/fl","301","HOL1",118.132818181818
"1502","Mafb-fl/fl","302","HOL1",119.545727272727
"1503","Mafb-fl/fl","303","HOL1",120.470545454545
"1504","Mafb-fl/fl","304","HOL1",120.397545454545
"1505","Mafb-fl/fl","305","HOL1",119.879272727273
"1506","Mafb-fl/fl","306","HOL1",119.306090909091
"1507","Mafb-fl/fl","307","HOL1",119.540090909091
"1508","Mafb-fl/fl","308","HOL1",119.965363636364
"1509","Mafb-fl/fl","309","HOL1",120.268545454545
"1510","Mafb-fl/fl","310","HOL1",119.267909090909
"1511","Mafb-fl/fl","311","HOL1",118.125272727273
"1512","Mafb-fl/fl","312","HOL1",117.242363636364
"1513","Mafb-fl/fl","313","HOL1",117.535454545455
"1514","Mafb-fl/fl","314","HOL1",117.831181818182
"1515","Mafb-fl/fl","315","HOL1",118.109727272727
"1516","Mafb-fl/fl","316","HOL1",117.588363636364
"1517","Mafb-fl/fl","317","HOL1",116.707090909091
"1518","Mafb-fl/fl","318","HOL1",115.421363636364
"1519","Mafb-fl/fl","319","HOL1",115.881090909091
"1520","Mafb-fl/fl","320","HOL1",116.277727272727
"1521","Mafb-fl/fl","321","HOL1",116.431818181818
"1522","Mafb-fl/fl","322","HOL1",116.154090909091
"1523","Mafb-fl/fl","323","HOL1",115.877909090909
"1524","Mafb-fl/fl","324","HOL1",116.595363636364
"1525","Mafb-fl/fl","325","HOL1",116.170272727273
"1526","Mafb-fl/fl","326","HOL1",115.887818181818
"1527","Mafb-fl/fl","327","HOL1",114.531454545455
"1528","Mafb-fl/fl","328","HOL1",114.933090909091
"1529","Mafb-fl/fl","329","HOL1",115.943727272727
"1530","Mafb-fl/fl","330","HOL1",117.436181818182
"1531","Mafb-fl/fl","331","HOL1",119.069090909091
"1532","Mafb-fl/fl","332","HOL1",120.170272727273
"1533","Mafb-fl/fl","333","HOL1",119.983818181818
"1534","Mafb-fl/fl","334","HOL1",118.585454545455
"1535","Mafb-fl/fl","335","HOL1",118.37
"1536","Mafb-fl/fl","336","HOL1",118.024272727273
"1537","Mafb-fl/fl","337","HOL1",119.188818181818
"1538","Mafb-fl/fl","338","HOL1",119.285545454545
"1539","Mafb-fl/fl","339","HOL1",119.136818181818
"1540","Mafb-fl/fl","340","HOL1",119.730636363636
"1541","Mafb-fl/fl","341","HOL1",119.658181818182
"1542","Mafb-fl/fl","342","HOL1",118.668454545455
"1543","Mafb-fl/fl","343","HOL1",118.163
"1544","Mafb-fl/fl","344","HOL1",118.102090909091
"1545","Mafb-fl/fl","345","HOL1",118.779636363636
"1546","Mafb-fl/fl","346","HOL1",119.336181818182
"1547","Mafb-fl/fl","347","HOL1",118.010818181818
"1548","Mafb-fl/fl","348","HOL1",117.284727272727
"1549","Mafb-fl/fl","349","HOL1",116.506909090909
"1550","Mafb-fl/fl","350","HOL1",116.247363636364
"1551","Mafb-fl/fl","351","HOL1",116.773818181818
"1552","Mafb-fl/fl","352","HOL1",117.085636363636
"1553","Mafb-fl/fl","353","HOL1",117.670090909091
"1554","Mafb-fl/fl","354","HOL1",118.833636363636
"1555","Mafb-fl/fl","355","HOL1",118.734181818182
"1556","Mafb-fl/fl","356","HOL1",119.146818181818
"1557","Mafb-fl/fl","357","HOL1",118.352272727273
"1558","Mafb-fl/fl","358","HOL1",118.144272727273
"1559","Mafb-fl/fl","359","HOL1",117.839090909091
"1560","Mafb-fl/fl","360","HOL1",118.354454545455
"1561","Mafb-fl/fl","361","HOL1",118.651909090909
"1562","Mafb-fl/fl","362","HOL1",119.417727272727
"1563","Mafb-fl/fl","363","HOL1",119.228272727273
"1564","Mafb-fl/fl","364","HOL1",118.698090909091
"1565","Mafb-fl/fl","365","HOL1",117.215090909091
"1566","Mafb-fl/fl","366","HOL1",115.592636363636
"1567","Mafb-fl/fl","367","HOL1",114.908272727273
"1568","Mafb-fl/fl","368","HOL1",115.663454545455
"1569","Mafb-fl/fl","369","HOL1",115.781636363636
"1570","Mafb-fl/fl","370","HOL1",114.248818181818
"1571","Mafb-fl/fl","371","HOL1",113.791
"1572","Mafb-fl/fl","372","HOL1",114.369272727273
"1573","Mafb-fl/fl","373","HOL1",115.446272727273
"1574","Mafb-fl/fl","374","HOL1",115.276545454545
"1575","Mafb-fl/fl","375","HOL1",115.312363636364
"1576","Mafb-fl/fl","376","HOL1",114.613363636364
"1577","Mafb-fl/fl","377","HOL1",113.794181818182
"1578","Mafb-fl/fl","378","HOL1",114.064636363636
"1579","Mafb-fl/fl","379","HOL1",114.546272727273
"1580","Mafb-fl/fl","380","HOL1",114.427818181818
"1581","Mafb-fl/fl","381","HOL1",113.629181818182
"1582","Mafb-fl/fl","382","HOL1",114.324454545455
"1583","Mafb-fl/fl","383","HOL1",115.089727272727
"1584","Mafb-fl/fl","384","HOL1",114.834363636364
"1585","Mafb-fl/fl","385","HOL1",113.411545454545
"1586","Mafb-fl/fl","386","HOL1",111.666909090909
"1587","Mafb-fl/fl","387","HOL1",110.400545454545
"1588","Mafb-fl/fl","388","HOL1",110.518909090909
"1589","Mafb-fl/fl","389","HOL1",111.039636363636
"1590","Mafb-fl/fl","390","HOL1",111.236454545455
"1591","Mafb-fl/fl","391","HOL1",111.428727272727
"1592","Mafb-fl/fl","392","HOL1",111.403
"1593","Mafb-fl/fl","393","HOL1",112.315545454545
"1594","Mafb-fl/fl","394","HOL1",113.079545454545
"1595","Mafb-fl/fl","395","HOL1",112.592636363636
"1596","Mafb-fl/fl","396","HOL1",112.440272727273
"1597","Mafb-fl/fl","397","HOL1",112.75
"1598","Mafb-fl/fl","398","HOL1",113.646272727273
"1599","Mafb-fl/fl","399","HOL1",114.051181818182
"1600","Mafb-fl/fl","400","HOL1",113.694727272727
"1601","Mafb-fl/fl","401","HOL1",113.594454545455
"1602","Mafb-fl/fl","402","HOL1",113.678181818182
"1603","Mafb-fl/fl","403","HOL1",115.284
"1604","Mafb-fl/fl","404","HOL1",115.860272727273
"1605","Mafb-fl/fl","405","HOL1",115.529909090909
"1606","Mafb-fl/fl","406","HOL1",115.489818181818
"1607","Mafb-fl/fl","407","HOL1",115.998545454545
"1608","Mafb-fl/fl","408","HOL1",116.386272727273
"1609","Mafb-fl/fl","409","HOL1",115.408909090909
"1610","Mafb-fl/fl","410","HOL1",114.371818181818
"1611","Mafb-fl/fl","411","HOL1",113.288636363636
"1612","Mafb-fl/fl","412","HOL1",114.118545454545
"1613","Mafb-fl/fl","413","HOL1",113.379090909091
"1614","Mafb-fl/fl","414","HOL1",112.625272727273
"1615","Mafb-fl/fl","415","HOL1",112.506818181818
"1616","Mafb-fl/fl","416","HOL1",112.625
"1617","Mafb-fl/fl","417","HOL1",112.763454545455
"1618","Mafb-fl/fl","418","HOL1",112.402363636364
"1619","Mafb-fl/fl","419","HOL1",112.651727272727
"1620","Mafb-fl/fl","420","HOL1",113.214090909091
"1621","Mafb-fl/fl","421","HOL1",114.671818181818
"1622","Mafb-fl/fl","422","HOL1",113.974545454545
"1623","Mafb-fl/fl","423","HOL1",113.262545454545
"1624","Mafb-fl/fl","424","HOL1",113.198636363636
"1625","Mafb-fl/fl","425","HOL1",112.437636363636
"1626","Mafb-fl/fl","426","HOL1",111.690636363636
"1627","Mafb-fl/fl","427","HOL1",112.231909090909
"1628","Mafb-fl/fl","428","HOL1",113.871909090909
"1629","Mafb-fl/fl","429","HOL1",114.915636363636
"1630","Mafb-fl/fl","430","HOL1",115.275181818182
"1631","Mafb-fl/fl","431","HOL1",115.931545454545
"1632","Mafb-fl/fl","432","HOL1",116.906636363636
"1633","Mafb-fl/fl","433","HOL1",117.610636363636
"1634","Mafb-fl/fl","434","HOL1",117.178272727273
"1635","Mafb-fl/fl","435","HOL1",117.222909090909
"1636","Mafb-fl/fl","436","HOL1",115.703909090909
"1637","Mafb-fl/fl","437","HOL1",115.060090909091
"1638","Mafb-fl/fl","438","HOL1",115.694636363636
"1639","Mafb-fl/fl","439","HOL1",116.738818181818
"1640","Mafb-fl/fl","440","HOL1",117.701272727273
"1641","Mafb-fl/fl","441","HOL1",117.897454545455
"1642","Mafb-fl/fl","442","HOL1",117.675636363636
"1643","Mafb-fl/fl","443","HOL1",117.388
"1644","Mafb-fl/fl","444","HOL1",115.610090909091
"1645","Mafb-fl/fl","445","HOL1",113.360454545455
"1646","Mafb-fl/fl","446","HOL1",112.001818181818
"1647","Mafb-fl/fl","447","HOL1",112.062545454545
"1648","Mafb-fl/fl","448","HOL1",111.784545454545
"1649","Mafb-fl/fl","449","HOL1",112.192818181818
"1650","Mafb-fl/fl","450","HOL1",112.375636363636
"1651","Mafb-fl/fl","451","HOL1",112.279272727273
"1652","Mafb-fl/fl","452","HOL1",111.178272727273
"1653","Mafb-fl/fl","453","HOL1",110.988272727273
"1654","Mafb-fl/fl","454","HOL1",109.659363636364
"1655","Mafb-fl/fl","455","HOL1",109.088818181818
"1656","Mafb-fl/fl","456","HOL1",108.651545454545
"1657","Mafb-fl/fl","457","HOL1",109.003
"1658","Mafb-fl/fl","458","HOL1",108.729454545455
"1659","Mafb-fl/fl","459","HOL1",109.862363636364
"1660","Mafb-fl/fl","460","HOL1",110.519272727273
"1661","Mafb-fl/fl","461","HOL1",109.459454545455
"1662","Mafb-fl/fl","462","HOL1",108.938727272727
"1663","Mafb-fl/fl","463","HOL1",109.744545454545
"1664","Mafb-fl/fl","464","HOL1",109.122272727273
"1665","Mafb-fl/fl","465","HOL1",109.374818181818
"1666","Mafb-fl/fl","466","HOL1",110.180909090909
"1667","Mafb-fl/fl","467","HOL1",110.474636363636
"1668","Mafb-fl/fl","468","HOL1",110.389636363636
"1669","Mafb-fl/fl","469","HOL1",109.445454545455
"1670","Mafb-fl/fl","470","HOL1",109.350727272727
"1671","Mafb-fl/fl","471","HOL1",108.685545454545
"1672","Mafb-fl/fl","472","HOL1",108.795272727273
"1673","Mafb-fl/fl","473","HOL1",108.170181818182
"1674","Mafb-fl/fl","474","HOL1",107.946545454545
"1675","Mafb-fl/fl","475","HOL1",108.824090909091
"1676","Mafb-fl/fl","476","HOL1",108.941181818182
"1677","Mafb-fl/fl","477","HOL1",110.220090909091
"1678","Mafb-fl/fl","478","HOL1",110.400909090909
"1679","Mafb-fl/fl","479","HOL1",110.599
"1680","Mafb-fl/fl","480","HOL1",110.215181818182
"1681","Mafb-fl/fl","481","HOL1",109.897818181818
"1682","Mafb-fl/fl","482","HOL1",108.863
"1683","Mafb-fl/fl","483","HOL1",108.603727272727
"1684","Mafb-fl/fl","484","HOL1",108.976272727273
"1685","Mafb-fl/fl","485","HOL1",108.818909090909
"1686","Mafb-fl/fl","486","HOL1",108.756909090909
"1687","Mafb-fl/fl","487","HOL1",108.843090909091
"1688","Mafb-fl/fl","488","HOL1",108.178727272727
"1689","Mafb-fl/fl","489","HOL1",107.938545454545
"1690","Mafb-fl/fl","490","HOL1",107.914818181818
"1691","Mafb-fl/fl","491","HOL1",106.804454545455
"1692","Mafb-fl/fl","492","HOL1",107.471454545455
"1693","Mafb-fl/fl","493","HOL1",107.918636363636
"1694","Mafb-fl/fl","494","HOL1",109.652363636364
"1695","Mafb-fl/fl","495","HOL1",111.181090909091
"1696","Mafb-fl/fl","496","HOL1",111.854545454545
"1697","Mafb-fl/fl","497","HOL1",111.051545454545
"1698","Mafb-fl/fl","498","HOL1",110.398
"1699","Mafb-fl/fl","499","HOL1",110.077636363636
"1700","Mafb-fl/fl","500","HOL1",109.986454545455
"1701","Mafb-fl/fl","501","HOL1",109.215727272727
"1702","Mafb-fl/fl","502","HOL1",109.641454545455
"1703","Mafb-fl/fl","503","HOL1",109.690454545455
"1704","Mafb-fl/fl","504","HOL1",109.772181818182
"1705","Mafb-fl/fl","505","HOL1",109.703090909091
"1706","Mafb-fl/fl","506","HOL1",109.375909090909
"1707","Mafb-fl/fl","507","HOL1",109.386727272727
"1708","Mafb-fl/fl","508","HOL1",109.238727272727
"1709","Mafb-fl/fl","509","HOL1",108.773454545455
"1710","Mafb-fl/fl","510","HOL1",108.72
"1711","Mafb-fl/fl","511","HOL1",108.774
"1712","Mafb-fl/fl","512","HOL1",108.941272727273
"1713","Mafb-fl/fl","513","HOL1",108.647454545455
"1714","Mafb-fl/fl","514","HOL1",108.441363636364
"1715","Mafb-fl/fl","515","HOL1",108.322363636364
"1716","Mafb-fl/fl","516","HOL1",107.545090909091
"1717","Mafb-fl/fl","517","HOL1",106.835909090909
"1718","Mafb-fl/fl","518","HOL1",106.559363636364
"1719","Mafb-fl/fl","519","HOL1",107.428818181818
"1720","Mafb-fl/fl","520","HOL1",107.875272727273
"1721","Mafb-fl/fl","521","HOL1",108.427545454545
"1722","Mafb-fl/fl","522","HOL1",108.665909090909
"1723","Mafb-fl/fl","523","HOL1",107.572181818182
"1724","Mafb-fl/fl","524","HOL1",107.279090909091
"1725","Mafb-fl/fl","525","HOL1",107.216272727273
"1726","Mafb-fl/fl","526","HOL1",107.381090909091
"1727","Mafb-fl/fl","527","HOL1",108.302272727273
"1728","Mafb-fl/fl","528","HOL1",108.908545454545
"1729","Mafb-fl/fl","529","HOL1",108.724181818182
"1730","Mafb-fl/fl","530","HOL1",108.841636363636
"1731","Mafb-fl/fl","531","HOL1",107.227181818182
"1732","Mafb-fl/fl","532","HOL1",106.264727272727
"1733","Mafb-fl/fl","533","HOL1",106.906909090909
"1734","Mafb-fl/fl","534","HOL1",107.203
"1735","Mafb-fl/fl","535","HOL1",108.370272727273
"1736","Mafb-fl/fl","536","HOL1",107.902454545455
"1737","Mafb-fl/fl","537","HOL1",106.763090909091
"1738","Mafb-fl/fl","538","HOL1",105.559
"1739","Mafb-fl/fl","539","HOL1",105.096909090909
"1740","Mafb-fl/fl","540","HOL1",104.81
"1741","Mafb-fl/fl","541","HOL1",104.631272727273
"1742","Mafb-fl/fl","542","HOL1",105.058909090909
"1743","Mafb-fl/fl","543","HOL1",104.124727272727
"1744","Mafb-fl/fl","544","HOL1",104.118090909091
"1745","Mafb-fl/fl","545","HOL1",103.625272727273
"1746","Mafb-fl/fl","546","HOL1",103.654090909091
"1747","Mafb-fl/fl","547","HOL1",103.536181818182
"1748","Mafb-fl/fl","548","HOL1",103.550363636364
"1749","Mafb-fl/fl","549","HOL1",103.487090909091
"1750","Mafb-fl/fl","550","HOL1",102.881818181818
"1751","Mafb-fl/fl","551","HOL1",103.680727272727
"1752","Mafb-fl/fl","552","HOL1",104.245727272727
"1753","Mafb-fl/fl","553","HOL1",104.265727272727
"1754","Mafb-fl/fl","554","HOL1",104.630909090909
"1755","Mafb-fl/fl","555","HOL1",105.513090909091
"1756","Mafb-fl/fl","556","HOL1",105.122454545455
