1,1
11,25
7,7
3,3
35,83
9,23
40,88
13,60
23,70
17,64
21,68
15,62
25,72
19,66
27,75
33,81
39,87
31,79
37,85
29,77
5,5
6,6
2,2
12,26
8,8
4,4
42,90
10,24
20,67
26,73
14,61
24,71
18,65
22,69
16,63
34,82
30,78
41,89
28,76
36,84
32,80
38,86
