"","Region","GFP_","Areamm2","Brainno","Fieldname","Age","Genotype"
"286","MZ",25,0,"1211-M91_B1","1211-M91-B1_S018","E16.5","Mafb-fl/fl::SSTcre"
"287","SVZ",47,0,"1211-M91_B1","1211-M91-B1_S018","E16.5","Mafb-fl/fl::SSTcre"
"288","All",79,0,"1211-M91_B1","1211-M91-B1_S018","E16.5","Mafb-fl/fl::SSTcre"
"289","MZ",38,0,"1211-M91_B1","1211-M91-B1_S020","E16.5","Mafb-fl/fl::SSTcre"
"290","SVZ",38,0,"1211-M91_B1","1211-M91-B1_S020","E16.5","Mafb-fl/fl::SSTcre"
"291","All",86,0,"1211-M91_B1","1211-M91-B1_S020","E16.5","Mafb-fl/fl::SSTcre"
"292","MZ",37,0,"1211-M91_B1","1211-M91-B1_S022","E16.5","Mafb-fl/fl::SSTcre"
"293","SVZ",43,0,"1211-M91_B1","1211-M91-B1_S022","E16.5","Mafb-fl/fl::SSTcre"
"294","All",93,0,"1211-M91_B1","1211-M91-B1_S022","E16.5","Mafb-fl/fl::SSTcre"
"295","MZ",40,0,"1211-M91_B1","1211-M91-B1_S024","E16.5","Mafb-fl/fl::SSTcre"
"296","SVZ",41,0,"1211-M91_B1","1211-M91-B1_S024","E16.5","Mafb-fl/fl::SSTcre"
"297","All",89,0,"1211-M91_B1","1211-M91-B1_S024","E16.5","Mafb-fl/fl::SSTcre"
"298","MZ",18,0,"1211-M91_B1","1211-M91-B1_S026","E16.5","Mafb-fl/fl::SSTcre"
"299","SVZ",30,0,"1211-M91_B1","1211-M91-B1_S026","E16.5","Mafb-fl/fl::SSTcre"
"300","All",55,0,"1211-M91_B1","1211-M91-B1_S026","E16.5","Mafb-fl/fl::SSTcre"
"301","MZ",34,0,"1211-M91_B1","1211-M91-B1_S030","E16.5","Mafb-fl/fl::SSTcre"
"302","SVZ",41,0,"1211-M91_B1","1211-M91-B1_S030","E16.5","Mafb-fl/fl::SSTcre"
"303","All",91,0,"1211-M91_B1","1211-M91-B1_S030","E16.5","Mafb-fl/fl::SSTcre"
"304","MZ",22,0,"1211-M91_B1","1211-M91-B1_S032","E16.5","Mafb-fl/fl::SSTcre"
"305","SVZ",28,0,"1211-M91_B1","1211-M91-B1_S032","E16.5","Mafb-fl/fl::SSTcre"
"306","All",53,0,"1211-M91_B1","1211-M91-B1_S032","E16.5","Mafb-fl/fl::SSTcre"
"307","MZ",58,0,"1211-M91_B1","1211-M91-B1_S034","E16.5","Mafb-fl/fl::SSTcre"
"308","SVZ",66,0,"1211-M91_B1","1211-M91-B1_S034","E16.5","Mafb-fl/fl::SSTcre"
"309","All",132,0,"1211-M91_B1","1211-M91-B1_S034","E16.5","Mafb-fl/fl::SSTcre"
"310","MZ",22,0,"1211-M91_B1","1211-M91-B1_S036","E16.5","Mafb-fl/fl::SSTcre"
"311","SVZ",26,0,"1211-M91_B1","1211-M91-B1_S036","E16.5","Mafb-fl/fl::SSTcre"
"312","All",48,0,"1211-M91_B1","1211-M91-B1_S036","E16.5","Mafb-fl/fl::SSTcre"
"313","MZ",40,0,"1211-M91_B1","1211-M91-B1_S038","E16.5","Mafb-fl/fl::SSTcre"
"314","SVZ",35,0,"1211-M91_B1","1211-M91-B1_S038","E16.5","Mafb-fl/fl::SSTcre"
"315","All",83,0,"1211-M91_B1","1211-M91-B1_S038","E16.5","Mafb-fl/fl::SSTcre"
"316","MZ",11,0,"161015-M83_b2","161015-m83_b2_s002","E16.5","Mafb-fl/fl::SSTcre"
"317","SVZ",19,0,"161015-M83_b2","161015-m83_b2_s002","E16.5","Mafb-fl/fl::SSTcre"
"318","All",39,0,"161015-M83_b2","161015-m83_b2_s002","E16.5","Mafb-fl/fl::SSTcre"
"319","MZ",6,0,"161015-M83_b2","161015-m83_b2_s004","E16.5","Mafb-fl/fl::SSTcre"
"320","SVZ",17,0,"161015-M83_b2","161015-m83_b2_s004","E16.5","Mafb-fl/fl::SSTcre"
"321","All",28,0,"161015-M83_b2","161015-m83_b2_s004","E16.5","Mafb-fl/fl::SSTcre"
"322","MZ",9,0,"161015-M83_b2","161015-m83_b2_s006","E16.5","Mafb-fl/fl::SSTcre"
"323","SVZ",34,0,"161015-M83_b2","161015-m83_b2_s006","E16.5","Mafb-fl/fl::SSTcre"
"324","All",44,0,"161015-M83_b2","161015-m83_b2_s006","E16.5","Mafb-fl/fl::SSTcre"
"325","MZ",18,0,"161015-M83_b2","161015-m83_b2_s008","E16.5","Mafb-fl/fl::SSTcre"
"326","SVZ",18,0,"161015-M83_b2","161015-m83_b2_s008","E16.5","Mafb-fl/fl::SSTcre"
"327","All",40,0,"161015-M83_b2","161015-m83_b2_s008","E16.5","Mafb-fl/fl::SSTcre"
"328","MZ",5,0,"161015-M83_b2","161015-m83_b2_s010","E16.5","Mafb-fl/fl::SSTcre"
"329","SVZ",18,0,"161015-M83_b2","161015-m83_b2_s010","E16.5","Mafb-fl/fl::SSTcre"
"330","All",27,0,"161015-M83_b2","161015-m83_b2_s010","E16.5","Mafb-fl/fl::SSTcre"
"331","MZ",7,0,"161015-M83_b2","161015-m83_b2_s012","E16.5","Mafb-fl/fl::SSTcre"
"332","SVZ",28,0,"161015-M83_b2","161015-m83_b2_s012","E16.5","Mafb-fl/fl::SSTcre"
"333","All",37,0,"161015-M83_b2","161015-m83_b2_s012","E16.5","Mafb-fl/fl::SSTcre"
"334","MZ",13,0,"161015-M83_b2","161015-m83_b2_s014","E16.5","Mafb-fl/fl::SSTcre"
"335","SVZ",19,0,"161015-M83_b2","161015-m83_b2_s014","E16.5","Mafb-fl/fl::SSTcre"
"336","All",40,0,"161015-M83_b2","161015-m83_b2_s014","E16.5","Mafb-fl/fl::SSTcre"
"337","MZ",13,0,"161015-M83_b2","161015-m83_b2_s016","E16.5","Mafb-fl/fl::SSTcre"
"338","SVZ",26,0,"161015-M83_b2","161015-m83_b2_s016","E16.5","Mafb-fl/fl::SSTcre"
"339","All",46,0,"161015-M83_b2","161015-m83_b2_s016","E16.5","Mafb-fl/fl::SSTcre"
"340","MZ",9,0,"161015-M83_b2","161015-m83_b2_s018","E16.5","Mafb-fl/fl::SSTcre"
"341","SVZ",22,0,"161015-M83_b2","161015-m83_b2_s018","E16.5","Mafb-fl/fl::SSTcre"
"342","All",33,0,"161015-M83_b2","161015-m83_b2_s018","E16.5","Mafb-fl/fl::SSTcre"
"343","MZ",13,0,"161015-M83_b2","161015-m83_b2_s020","E16.5","Mafb-fl/fl::SSTcre"
"344","SVZ",27,0,"161015-M83_b2","161015-m83_b2_s020","E16.5","Mafb-fl/fl::SSTcre"
"345","All",47,0,"161015-M83_b2","161015-m83_b2_s020","E16.5","Mafb-fl/fl::SSTcre"
"346","MZ",10,0,"161015-M83_b2","161015-m83_b2_s022","E16.5","Mafb-fl/fl::SSTcre"
"347","SVZ",14,0,"161015-M83_b2","161015-m83_b2_s022","E16.5","Mafb-fl/fl::SSTcre"
"348","All",26,0,"161015-M83_b2","161015-m83_b2_s022","E16.5","Mafb-fl/fl::SSTcre"
"349","MZ",10,0,"161015-M83_b2","161015-m83_b2_s024","E16.5","Mafb-fl/fl::SSTcre"
"350","SVZ",33,0,"161015-M83_b2","161015-m83_b2_s024","E16.5","Mafb-fl/fl::SSTcre"
"351","All",49,1,"161015-M83_b2","161015-m83_b2_s024","E16.5","Mafb-fl/fl::SSTcre"
"352","MZ",9,0,"161015-M83_b2","161015-m83_b2_s026","E16.5","Mafb-fl/fl::SSTcre"
"353","SVZ",22,0,"161015-M83_b2","161015-m83_b2_s026","E16.5","Mafb-fl/fl::SSTcre"
"354","All",36,0,"161015-M83_b2","161015-m83_b2_s026","E16.5","Mafb-fl/fl::SSTcre"
"355","MZ",16,0,"161015-M83_b2","161015-m83_b2_s028","E16.5","Mafb-fl/fl::SSTcre"
"356","SVZ",15,0,"161015-M83_b2","161015-m83_b2_s028","E16.5","Mafb-fl/fl::SSTcre"
"357","All",34,1,"161015-M83_b2","161015-m83_b2_s028","E16.5","Mafb-fl/fl::SSTcre"
"358","MZ",16,0,"161015-M83_b2","161015-m83_b2_s030","E16.5","Mafb-fl/fl::SSTcre"
"359","SVZ",29,0,"161015-M83_b2","161015-m83_b2_s030","E16.5","Mafb-fl/fl::SSTcre"
"360","All",46,0,"161015-M83_b2","161015-m83_b2_s030","E16.5","Mafb-fl/fl::SSTcre"
"361","MZ",16,0,"161015-M83_b2","161015-m83_b2_s032","E16.5","Mafb-fl/fl::SSTcre"
"362","SVZ",14,0,"161015-M83_b2","161015-m83_b2_s032","E16.5","Mafb-fl/fl::SSTcre"
"363","All",32,0,"161015-M83_b2","161015-m83_b2_s032","E16.5","Mafb-fl/fl::SSTcre"
"364","MZ",10,0,"161015-M83_b2","161015-m83_b2_s034","E16.5","Mafb-fl/fl::SSTcre"
"365","SVZ",16,0,"161015-M83_b2","161015-m83_b2_s034","E16.5","Mafb-fl/fl::SSTcre"
"366","All",30,0,"161015-M83_b2","161015-m83_b2_s034","E16.5","Mafb-fl/fl::SSTcre"
"367","MZ",7,0,"161015-M83_b2","161015-m83_b2_s036","E16.5","Mafb-fl/fl::SSTcre"
"368","SVZ",15,0,"161015-M83_b2","161015-m83_b2_s036","E16.5","Mafb-fl/fl::SSTcre"
"369","All",23,0,"161015-M83_b2","161015-m83_b2_s036","E16.5","Mafb-fl/fl::SSTcre"
"370","MZ",15,0,"161015-M83_b3","161015-m83_b3_s004","E16.5","Mafb+/+::SSTcre"
"371","SVZ",10,0,"161015-M83_b3","161015-m83_b3_s004","E16.5","Mafb+/+::SSTcre"
"372","All",26,0,"161015-M83_b3","161015-m83_b3_s004","E16.5","Mafb+/+::SSTcre"
"373","MZ",8,0,"161015-M83_b3","161015-m83_b3_s006","E16.5","Mafb+/+::SSTcre"
"374","SVZ",10,0,"161015-M83_b3","161015-m83_b3_s006","E16.5","Mafb+/+::SSTcre"
"375","All",23,0,"161015-M83_b3","161015-m83_b3_s006","E16.5","Mafb+/+::SSTcre"
"376","MZ",13,0,"161015-M83_b3","161015-m83_b3_s008","E16.5","Mafb+/+::SSTcre"
"377","SVZ",20,0,"161015-M83_b3","161015-m83_b3_s008","E16.5","Mafb+/+::SSTcre"
"378","All",35,0,"161015-M83_b3","161015-m83_b3_s008","E16.5","Mafb+/+::SSTcre"
"379","MZ",10,0,"161015-M83_b3","161015-m83_b3_s010","E16.5","Mafb+/+::SSTcre"
"380","SVZ",13,0,"161015-M83_b3","161015-m83_b3_s010","E16.5","Mafb+/+::SSTcre"
"381","All",28,0,"161015-M83_b3","161015-m83_b3_s010","E16.5","Mafb+/+::SSTcre"
"382","MZ",12,0,"161015-M83_b3","161015-m83_b3_s014","E16.5","Mafb+/+::SSTcre"
"383","SVZ",25,0,"161015-M83_b3","161015-m83_b3_s014","E16.5","Mafb+/+::SSTcre"
"384","All",42,0,"161015-M83_b3","161015-m83_b3_s014","E16.5","Mafb+/+::SSTcre"
"385","MZ",5,0,"161015-M83_b3","161015-m83_b3_s016","E16.5","Mafb+/+::SSTcre"
"386","SVZ",8,0,"161015-M83_b3","161015-m83_b3_s016","E16.5","Mafb+/+::SSTcre"
"387","All",13,0,"161015-M83_b3","161015-m83_b3_s016","E16.5","Mafb+/+::SSTcre"
"388","MZ",16,0,"161015-M83_b3","161015-m83_b3_s018","E16.5","Mafb+/+::SSTcre"
"389","SVZ",17,0,"161015-M83_b3","161015-m83_b3_s018","E16.5","Mafb+/+::SSTcre"
"390","All",37,0,"161015-M83_b3","161015-m83_b3_s018","E16.5","Mafb+/+::SSTcre"
"391","MZ",11,0,"161015-M83_b3","161015-m83_b3_s020","E16.5","Mafb+/+::SSTcre"
"392","SVZ",11,0,"161015-M83_b3","161015-m83_b3_s020","E16.5","Mafb+/+::SSTcre"
"393","All",31,0,"161015-M83_b3","161015-m83_b3_s020","E16.5","Mafb+/+::SSTcre"
"394","MZ",5,0,"161015-M83_b3","161015-m83_b3_s022","E16.5","Mafb+/+::SSTcre"
"395","SVZ",11,0,"161015-M83_b3","161015-m83_b3_s022","E16.5","Mafb+/+::SSTcre"
"396","All",18,0,"161015-M83_b3","161015-m83_b3_s022","E16.5","Mafb+/+::SSTcre"
"397","MZ",8,0,"161015-M83_b3","161015-m83_b3_s024","E16.5","Mafb+/+::SSTcre"
"398","SVZ",13,0,"161015-M83_b3","161015-m83_b3_s024","E16.5","Mafb+/+::SSTcre"
"399","All",24,0,"161015-M83_b3","161015-m83_b3_s024","E16.5","Mafb+/+::SSTcre"
"400","MZ",14,0,"161015-M83_b3","161015-m83_b3_s026","E16.5","Mafb+/+::SSTcre"
"401","SVZ",24,0,"161015-M83_b3","161015-m83_b3_s026","E16.5","Mafb+/+::SSTcre"
"402","All",39,0,"161015-M83_b3","161015-m83_b3_s026","E16.5","Mafb+/+::SSTcre"
"403","MZ",11,0,"161015-M83_b3","161015-m83_b3_s028","E16.5","Mafb+/+::SSTcre"
"404","SVZ",9,0,"161015-M83_b3","161015-m83_b3_s028","E16.5","Mafb+/+::SSTcre"
"405","All",21,0,"161015-M83_b3","161015-m83_b3_s028","E16.5","Mafb+/+::SSTcre"
"406","MZ",11,0,"161015-M83_b3","161015-m83_b3_s030","E16.5","Mafb+/+::SSTcre"
"407","SVZ",10,0,"161015-M83_b3","161015-m83_b3_s030","E16.5","Mafb+/+::SSTcre"
"408","All",22,0,"161015-M83_b3","161015-m83_b3_s030","E16.5","Mafb+/+::SSTcre"
"409","MZ",13,0,"161015-M83_b3","161015-m83_b3_s032","E16.5","Mafb+/+::SSTcre"
"410","SVZ",12,0,"161015-M83_b3","161015-m83_b3_s032","E16.5","Mafb+/+::SSTcre"
"411","All",27,0,"161015-M83_b3","161015-m83_b3_s032","E16.5","Mafb+/+::SSTcre"
"412","MZ",12,0,"161015-M83_b4","161015-m83_b4_s002","E16.5","Mafb-fl/fl::SSTcre"
"413","SVZ",24,0,"161015-M83_b4","161015-m83_b4_s002","E16.5","Mafb-fl/fl::SSTcre"
"414","All",42,0,"161015-M83_b4","161015-m83_b4_s002","E16.5","Mafb-fl/fl::SSTcre"
"415","MZ",4,0,"161015-M83_b4","161015-m83_b4_s004","E16.5","Mafb-fl/fl::SSTcre"
"416","SVZ",20,0,"161015-M83_b4","161015-m83_b4_s004","E16.5","Mafb-fl/fl::SSTcre"
"417","All",27,0,"161015-M83_b4","161015-m83_b4_s004","E16.5","Mafb-fl/fl::SSTcre"
"418","MZ",14,0,"161015-M83_b4","161015-m83_b4_s006","E16.5","Mafb-fl/fl::SSTcre"
"419","SVZ",29,0,"161015-M83_b4","161015-m83_b4_s006","E16.5","Mafb-fl/fl::SSTcre"
"420","All",51,0,"161015-M83_b4","161015-m83_b4_s006","E16.5","Mafb-fl/fl::SSTcre"
"421","MZ",9,0,"161015-M83_b4","161015-m83_b4_s008","E16.5","Mafb-fl/fl::SSTcre"
"422","SVZ",19,0,"161015-M83_b4","161015-m83_b4_s008","E16.5","Mafb-fl/fl::SSTcre"
"423","All",31,0,"161015-M83_b4","161015-m83_b4_s008","E16.5","Mafb-fl/fl::SSTcre"
"424","MZ",6,0,"161015-M83_b4","161015-m83_b4_s010","E16.5","Mafb-fl/fl::SSTcre"
"425","SVZ",20,0,"161015-M83_b4","161015-m83_b4_s010","E16.5","Mafb-fl/fl::SSTcre"
"426","All",28,0,"161015-M83_b4","161015-m83_b4_s010","E16.5","Mafb-fl/fl::SSTcre"
"427","MZ",19,0,"161015-M83_b4","161015-m83_b4_s012","E16.5","Mafb-fl/fl::SSTcre"
"428","SVZ",35,0,"161015-M83_b4","161015-m83_b4_s012","E16.5","Mafb-fl/fl::SSTcre"
"429","All",56,0,"161015-M83_b4","161015-m83_b4_s012","E16.5","Mafb-fl/fl::SSTcre"
"430","MZ",22,0,"161015-M83_b4","161015-m83_b4_s014","E16.5","Mafb-fl/fl::SSTcre"
"431","SVZ",36,0,"161015-M83_b4","161015-m83_b4_s014","E16.5","Mafb-fl/fl::SSTcre"
"432","All",62,0,"161015-M83_b4","161015-m83_b4_s014","E16.5","Mafb-fl/fl::SSTcre"
"433","MZ",6,0,"161015-M83_b4","161015-m83_b4_s016","E16.5","Mafb-fl/fl::SSTcre"
"434","SVZ",20,0,"161015-M83_b4","161015-m83_b4_s016","E16.5","Mafb-fl/fl::SSTcre"
"435","All",27,0,"161015-M83_b4","161015-m83_b4_s016","E16.5","Mafb-fl/fl::SSTcre"
"436","MZ",12,0,"161015-M83_b4","161015-m83_b4_s018","E16.5","Mafb-fl/fl::SSTcre"
"437","SVZ",26,0,"161015-M83_b4","161015-m83_b4_s018","E16.5","Mafb-fl/fl::SSTcre"
"438","All",42,0,"161015-M83_b4","161015-m83_b4_s018","E16.5","Mafb-fl/fl::SSTcre"
"439","MZ",11,0,"161015-M83_b4","161015-m83_b4_s020","E16.5","Mafb-fl/fl::SSTcre"
"440","SVZ",21,0,"161015-M83_b4","161015-m83_b4_s020","E16.5","Mafb-fl/fl::SSTcre"
"441","All",34,0,"161015-M83_b4","161015-m83_b4_s020","E16.5","Mafb-fl/fl::SSTcre"
"442","MZ",21,0,"161015-M83_b4","161015-m83_b4_s022","E16.5","Mafb-fl/fl::SSTcre"
"443","SVZ",36,0,"161015-M83_b4","161015-m83_b4_s022","E16.5","Mafb-fl/fl::SSTcre"
"444","All",62,0,"161015-M83_b4","161015-m83_b4_s022","E16.5","Mafb-fl/fl::SSTcre"
"445","MZ",8,0,"161015-M83_b4","161015-m83_b4_s024","E16.5","Mafb-fl/fl::SSTcre"
"446","SVZ",27,0,"161015-M83_b4","161015-m83_b4_s024","E16.5","Mafb-fl/fl::SSTcre"
"447","All",38,0,"161015-M83_b4","161015-m83_b4_s024","E16.5","Mafb-fl/fl::SSTcre"
"448","MZ",13,0,"161015-M83_b4","161015-m83_b4_s026","E16.5","Mafb-fl/fl::SSTcre"
"449","SVZ",23,0,"161015-M83_b4","161015-m83_b4_s026","E16.5","Mafb-fl/fl::SSTcre"
"450","All",44,0,"161015-M83_b4","161015-m83_b4_s026","E16.5","Mafb-fl/fl::SSTcre"
"451","MZ",24,0,"161015-M83_b4","161015-m83_b4_s028","E16.5","Mafb-fl/fl::SSTcre"
"452","SVZ",22,0,"161015-M83_b4","161015-m83_b4_s028","E16.5","Mafb-fl/fl::SSTcre"
"453","All",51,0,"161015-M83_b4","161015-m83_b4_s028","E16.5","Mafb-fl/fl::SSTcre"
"454","MZ",14,0,"161015-M83_b4","161015-m83_b4_s030","E16.5","Mafb-fl/fl::SSTcre"
"455","SVZ",29,0,"161015-M83_b4","161015-m83_b4_s030","E16.5","Mafb-fl/fl::SSTcre"
"456","All",48,0,"161015-M83_b4","161015-m83_b4_s030","E16.5","Mafb-fl/fl::SSTcre"
"457","MZ",15,0,"161015-M83_b4","161015-m83_b4_s032","E16.5","Mafb-fl/fl::SSTcre"
"458","SVZ",24,0,"161015-M83_b4","161015-m83_b4_s032","E16.5","Mafb-fl/fl::SSTcre"
"459","All",45,0,"161015-M83_b4","161015-m83_b4_s032","E16.5","Mafb-fl/fl::SSTcre"
"460","MZ",7,0,"161015-M83_b4","161015-m83_b4_s034","E16.5","Mafb-fl/fl::SSTcre"
"461","SVZ",23,0,"161015-M83_b4","161015-m83_b4_s034","E16.5","Mafb-fl/fl::SSTcre"
"462","All",33,0,"161015-M83_b4","161015-m83_b4_s034","E16.5","Mafb-fl/fl::SSTcre"
"463","MZ",13,0,"161015-M83_b4","161015-m83_b4_s036","E16.5","Mafb-fl/fl::SSTcre"
"464","SVZ",15,0,"161015-M83_b4","161015-m83_b4_s036","E16.5","Mafb-fl/fl::SSTcre"
"465","All",31,0,"161015-M83_b4","161015-m83_b4_s036","E16.5","Mafb-fl/fl::SSTcre"
