7.5839,23.665,62.568,5.5151,18.436,8.0948,0
0,14.55,34.001,56.224,18.538,8.1421,0
0,21.449,42.886,41.087,18.791,0,0
0,0,24.333,36.16,6.7846,0,0
0,6.9445,20.784,19.28,0,0,0
0,0,16.295,18.746,0,0,0
