12.656,19.485,46.634,57.112,31.742,0,0
0,48.222,106.66,145.95,52.748,0,0
10.582,49.441,53.821,121.02,55.265,23.047,0
0,13.222,115.62,97.332,90.969,38.18,10.984
0,47.195,83.136,167.97,103.26,72.245,39.515
0,21.499,83.164,178.87,118.27,58.277,0
