"","Region","GFP_","Areamm2","Brainno","Fieldname","Age","Genotype"
"295","MZ",45,0.0618017935518475,"B3","3_HE_S016-1","E16.5","Neto1+/-"
"296","SVZ",47,0.184987800969381,"B3","3_HE_S016-1","E16.5","Neto1+/-"
"297","All",92,0.246789594521229,"B3","3_HE_S016-1","E16.5","Neto1+/-"
"298","MZ",34,0.0522445562234679,"B3","3_HE_S018-1","E16.5","Neto1+/-"
"299","SVZ",22,0.155929906266966,"B3","3_HE_S018-1","E16.5","Neto1+/-"
"300","All",56,0.208174462490434,"B3","3_HE_S018-1","E16.5","Neto1+/-"
"301","MZ",47,0.0672523073501612,"B3","3_HE_S018-2","E16.5","Neto1+/-"
"302","SVZ",35,0.200796174802624,"B3","3_HE_S018-2","E16.5","Neto1+/-"
"303","All",82,0.268048482152785,"B3","3_HE_S018-2","E16.5","Neto1+/-"
"304","MZ",47,0.0663355158587398,"B3","3_HE_S024-1","E16.5","Neto1+/-"
"305","SVZ",41,0.198529313649178,"B3","3_HE_S024-1","E16.5","Neto1+/-"
"306","All",88,0.264864829507918,"B3","3_HE_S024-1","E16.5","Neto1+/-"
"307","MZ",48,0.0640906325835127,"B3","3_HE_S026-1","E16.5","Neto1+/-"
"308","SVZ",42,0.192739712586914,"B3","3_HE_S026-1","E16.5","Neto1+/-"
"309","All",90,0.256830345170427,"B3","3_HE_S026-1","E16.5","Neto1+/-"
"310","MZ",32,0.0793464197643919,"B4","4_HO_S002","E16.5","Neto1-/-"
"311","SVZ",96,0.238039259293176,"B4","4_HO_S002","E16.5","Neto1-/-"
"312","All",128,0.317385679057568,"B4","4_HO_S002","E16.5","Neto1-/-"
"313","MZ",27,0.0670136903866406,"B4","4_HO_S008","E16.5","Neto1-/-"
"314","SVZ",49,0.201041071159922,"B4","4_HO_S008","E16.5","Neto1-/-"
"315","All",76,0.268054761546562,"B4","4_HO_S008","E16.5","Neto1-/-"
"316","MZ",31,0.0467281087904972,"B4","4_HO_S008-1","E16.5","Neto1-/-"
"317","SVZ",32,0.186140069727435,"B4","4_HO_S008-1","E16.5","Neto1-/-"
"318","All",63,0.232868178517932,"B4","4_HO_S008-1","E16.5","Neto1-/-"
"319","MZ",31,0.0574187766955998,"B4","4_HO_S008-2","E16.5","Neto1-/-"
"320","SVZ",48,0.171352097382932,"B4","4_HO_S008-2","E16.5","Neto1-/-"
"321","All",79,0.228770874078532,"B4","4_HO_S008-2","E16.5","Neto1-/-"
"322","MZ",12,0.0376763626611548,"B4","4_HO_S010-1","E16.5","Neto1-/-"
"323","SVZ",18,0.112401148605778,"B4","4_HO_S010-1","E16.5","Neto1-/-"
"324","All",30,0.150077511266933,"B4","4_HO_S010-1","E16.5","Neto1-/-"
"325","MZ",56,0.0719995290454667,"B4","4_HO_S010-2","E16.5","Neto1-/-"
"326","SVZ",54,0.2159985871364,"B4","4_HO_S010-2","E16.5","Neto1-/-"
"327","All",110,0.287998116181867,"B4","4_HO_S010-2","E16.5","Neto1-/-"
"328","MZ",28,0.0617138820389715,"B4","4_HO_S012-1","E16.5","Neto1-/-"
"329","SVZ",34,0.185141646116914,"B4","4_HO_S012-1","E16.5","Neto1-/-"
"330","All",62,0.246855528155886,"B4","4_HO_S012-1","E16.5","Neto1-/-"
"331","MZ",26,0.0378019505366919,"B4","4_HO_S012-2","E16.5","Neto1-/-"
"332","SVZ",31,0.112819774857569,"B4","4_HO_S012-2","E16.5","Neto1-/-"
"333","All",57,0.150621725394261,"B4","4_HO_S012-2","E16.5","Neto1-/-"
"334","MZ",27,0.0360060439165102,"B4","4_HO_S014-1","E16.5","Neto1-/-"
"335","SVZ",31,0.108018131749531,"B4","4_HO_S014-1","E16.5","Neto1-/-"
"336","All",58,0.144024175666041,"B4","4_HO_S014-1","E16.5","Neto1-/-"
"337","MZ",51,0.0861784001936146,"B4","4_HO_S014-2","E16.5","Neto1-/-"
"338","SVZ",69,0.257354674550794,"B4","4_HO_S014-2","E16.5","Neto1-/-"
"339","All",120,0.343533074744409,"B4","4_HO_S014-2","E16.5","Neto1-/-"
"340","MZ",48,0.0833118569344784,"B4","4_HO_S016","E16.5","Neto1-/-"
"341","SVZ",56,0.249361006272853,"B4","4_HO_S016","E16.5","Neto1-/-"
"342","All",104,0.332672863207331,"B4","4_HO_S016","E16.5","Neto1-/-"
"343","MZ",38,0.0807687024548505,"B4","4_HO_S018","E16.5","Neto1-/-"
"344","SVZ",36,0.242306107364551,"B4","4_HO_S018","E16.5","Neto1-/-"
"345","All",74,0.323074809819402,"B4","4_HO_S018","E16.5","Neto1-/-"
"346","MZ",21,0.0389845696980004,"B4","4_HO_S020-1","E16.5","Neto1-/-"
"347","SVZ",21,0.116329955978833,"B4","4_HO_S020-1","E16.5","Neto1-/-"
"348","All",42,0.155314525676834,"B4","4_HO_S020-1","E16.5","Neto1-/-"
"349","MZ",54,0.0744579117091071,"B4","4_HO_S020-2","E16.5","Neto1-/-"
"350","SVZ",73,0.222412987879462,"B4","4_HO_S020-2","E16.5","Neto1-/-"
"351","All",127,0.296870899588569,"B4","4_HO_S020-2","E16.5","Neto1-/-"
"352","MZ",60,0.071585089056194,"B4","4_HO_S022-1","E16.5","Neto1-/-"
"353","SVZ",66,0.214755267168582,"B4","4_HO_S022-1","E16.5","Neto1-/-"
"354","All",126,0.286340356224776,"B4","4_HO_S022-1","E16.5","Neto1-/-"
"355","MZ",20,0.029104990155742,"B4","4_HO_S024-1","E16.5","Neto1-/-"
"356","SVZ",25,0.0873149704672261,"B4","4_HO_S024-1","E16.5","Neto1-/-"
"357","All",45,0.116419960622968,"B4","4_HO_S024-1","E16.5","Neto1-/-"
"358","MZ",58,0.0715662508748634,"B4","4_HO_S024-2","E16.5","Neto1-/-"
"359","SVZ",62,0.213606138107417,"B4","4_HO_S024-2","E16.5","Neto1-/-"
"360","All",120,0.28517238898228,"B4","4_HO_S024-2","E16.5","Neto1-/-"
"361","MZ",45,0.0637170086537895,"B4B","4B_HO_S002","E16.5","Neto1-/-"
"362","SVZ",68,0.191151025961369,"B4B","4B_HO_S002","E16.5","Neto1-/-"
"363","All",113,0.254868034615158,"B4B","4B_HO_S002","E16.5","Neto1-/-"
"364","MZ",74,0.0756918125862599,"B4B","4B_HO_S004","E16.5","Neto1-/-"
"365","SVZ",124,0.22707543775878,"B4B","4B_HO_S004","E16.5","Neto1-/-"
"366","All",198,0.30276725034504,"B4B","4B_HO_S004","E16.5","Neto1-/-"
"367","MZ",52,0.0607615073161478,"B4B","4B_HO_S006","E16.5","Neto1-/-"
"368","SVZ",86,0.182284521948444,"B4B","4B_HO_S006","E16.5","Neto1-/-"
"369","All",138,0.243046029264591,"B4B","4B_HO_S006","E16.5","Neto1-/-"
"370","MZ",53,0.0649519560965718,"B4B","4B_HO_S008","E16.5","Neto1-/-"
"371","SVZ",83,0.19394744932333,"B4B","4B_HO_S008","E16.5","Neto1-/-"
"372","All",136,0.258899405419902,"B4B","4B_HO_S008","E16.5","Neto1-/-"
"373","MZ",83,0.0813840830449827,"B4B","4B_HO_S010","E16.5","Neto1-/-"
"374","SVZ",105,0.244657740333985,"B4B","4B_HO_S010","E16.5","Neto1-/-"
"375","All",188,0.326041823378968,"B4B","4B_HO_S010","E16.5","Neto1-/-"
"376","MZ",67,0.0841909720632387,"B4B","4B_HO_S012-2","E16.5","Neto1-/-"
"377","SVZ",111,0.253116083751414,"B4B","4B_HO_S012-2","E16.5","Neto1-/-"
"378","All",178,0.337307055814653,"B4B","4B_HO_S012-2","E16.5","Neto1-/-"
"379","MZ",61,0.0812302378974496,"B4B","4B_HO_S014","E16.5","Neto1-/-"
"380","SVZ",77,0.243163244615093,"B4B","4B_HO_S014","E16.5","Neto1-/-"
"381","All",138,0.324393482512542,"B4B","4B_HO_S014","E16.5","Neto1-/-"
"382","MZ",76,0.0664673831280539,"B4B","4B_HO_S016","E16.5","Neto1-/-"
"383","SVZ",83,0.199857405432984,"B4B","4B_HO_S016","E16.5","Neto1-/-"
"384","All",159,0.266324788561038,"B4B","4B_HO_S016","E16.5","Neto1-/-"
"385","MZ",30,0.0458186432584821,"B5","5_WT_S0010-1","E16.5","Neto1+/+"
"386","SVZ",24,0.137455929775446,"B5","5_WT_S0010-1","E16.5","Neto1+/+"
"387","All",54,0.183274573033928,"B5","5_WT_S0010-1","E16.5","Neto1+/+"
"388","MZ",40,0.0613371184123599,"B5","5_WT_S0010-2","E16.5","Neto1+/+"
"389","SVZ",32,0.183082004958105,"B5","5_WT_S0010-2","E16.5","Neto1+/+"
"390","All",72,0.244419123370465,"B5","5_WT_S0010-2","E16.5","Neto1+/+"
"391","MZ",36,0.0588504784767237,"B5","5_WT_S0012-1","E16.5","Neto1+/+"
"392","SVZ",39,0.176136995440898,"B5","5_WT_S0012-1","E16.5","Neto1+/+"
"393","All",75,0.234987473917622,"B5","5_WT_S0012-1","E16.5","Neto1+/+"
"394","MZ",36,0.0588504784767237,"B5","5_WT_S0012-2","E16.5","Neto1+/+"
"395","SVZ",39,0.176136995440898,"B5","5_WT_S0012-2","E16.5","Neto1+/+"
"396","All",75,0.234987473917622,"B5","5_WT_S0012-2","E16.5","Neto1+/+"
"397","MZ",25,0.059061884733878,"B5","5_WT_S002","E16.5","Neto1+/+"
"398","SVZ",21,0.177185654201634,"B5","5_WT_S002","E16.5","Neto1+/+"
"399","All",46,0.236247538935512,"B5","5_WT_S002","E16.5","Neto1+/+"
"400","MZ",38,0.060039377031809,"B5","5_WT_S004-1","E16.5","Neto1+/+"
"401","SVZ",41,0.180118131095427,"B5","5_WT_S004-1","E16.5","Neto1+/+"
"402","All",79,0.240157508127236,"B5","5_WT_S004-1","E16.5","Neto1+/+"
"403","MZ",50,0.0534062440721869,"B5","5_WT_S004-2","E16.5","Neto1+/+"
"404","SVZ",63,0.160218732216561,"B5","5_WT_S004-2","E16.5","Neto1+/+"
"405","All",113,0.213624976288747,"B5","5_WT_S004-2","E16.5","Neto1+/+"
"406","MZ",27,0.070203622425285,"B5","5_WT_S006","E16.5","Neto1+/+"
"407","SVZ",33,0.210610867275855,"B5","5_WT_S006","E16.5","Neto1+/+"
"408","All",60,0.28081448970114,"B5","5_WT_S006","E16.5","Neto1+/+"
"409","MZ",25,0.0729791144746567,"B5","5_WT_S008","E16.5","Neto1+/+"
"410","SVZ",47,0.21893734342397,"B5","5_WT_S008","E16.5","Neto1+/+"
"411","All",72,0.291916457898627,"B5","5_WT_S008","E16.5","Neto1+/+"
"412","MZ",23,0.045333036806405,"B5","5_WT_S014-1","E16.5","Neto1+/+"
"413","SVZ",16,0.135237210640956,"B5","5_WT_S014-1","E16.5","Neto1+/+"
"414","All",39,0.180570247447361,"B5","5_WT_S014-1","E16.5","Neto1+/+"
"415","MZ",30,0.0655568710304093,"B5","5_WT_S014-2","E16.5","Neto1+/+"
"416","SVZ",35,0.196218496739294,"B5","5_WT_S014-2","E16.5","Neto1+/+"
"417","All",65,0.261775367769703,"B5","5_WT_S014-2","E16.5","Neto1+/+"
"418","MZ",44,0.0580090397106246,"B5","5_WT_S016-1","E16.5","Neto1+/+"
"419","SVZ",37,0.173248474303543,"B5","5_WT_S016-1","E16.5","Neto1+/+"
"420","All",81,0.231257514014168,"B5","5_WT_S016-1","E16.5","Neto1+/+"
"421","MZ",42,0.0599870487503352,"B5","5_WT_S016-2","E16.5","Neto1+/+"
"422","SVZ",30,0.179961146251006,"B5","5_WT_S016-2","E16.5","Neto1+/+"
"423","All",72,0.239948195001341,"B5","5_WT_S016-2","E16.5","Neto1+/+"
"424","MZ",41,0.0631832601827565,"B5","5_WT_S018-1","E16.5","Neto1+/+"
"425","SVZ",30,0.18954978054827,"B5","5_WT_S018-1","E16.5","Neto1+/+"
"426","All",71,0.252733040731026,"B5","5_WT_S018-1","E16.5","Neto1+/+"
"427","MZ",47,0.0516480138146663,"B5","5_WT_S018-2","E16.5","Neto1+/+"
"428","SVZ",48,0.154944041443999,"B5","5_WT_S018-2","E16.5","Neto1+/+"
"429","All",95,0.206592055258665,"B5","5_WT_S018-2","E16.5","Neto1+/+"
"430","MZ",32,0.0552126163486633,"B5","5_WT_S020-1","E16.5","Neto1+/+"
"431","SVZ",28,0.164725243817086,"B5","5_WT_S020-1","E16.5","Neto1+/+"
"432","All",60,0.21993786016575,"B5","5_WT_S020-1","E16.5","Neto1+/+"
"433","MZ",25,0.0463754161733636,"B5","5_WT_S022-1","E16.5","Neto1+/+"
"434","SVZ",20,0.139126248520091,"B5","5_WT_S022-1","E16.5","Neto1+/+"
"435","All",45,0.185501664693454,"B5","5_WT_S022-1","E16.5","Neto1+/+"
"436","MZ",57,0.0720874405583428,"B5","5_WT_S022-2","E16.5","Neto1+/+"
"437","SVZ",49,0.215232501095623,"B5","5_WT_S022-2","E16.5","Neto1+/+"
"438","All",106,0.287319941653966,"B5","5_WT_S022-2","E16.5","Neto1+/+"
"439","MZ",40,0.0505867962663771,"B5","5_WT_S024-1","E16.5","Neto1+/+"
"440","SVZ",31,0.151760388799131,"B5","5_WT_S024-1","E16.5","Neto1+/+"
"441","All",71,0.202347185065508,"B5","5_WT_S024-1","E16.5","Neto1+/+"
"442","MZ",36,0.0422446216338198,"B5","5_WT_S024-2","E16.5","Neto1+/+"
"443","SVZ",36,0.126733864901459,"B5","5_WT_S024-2","E16.5","Neto1+/+"
"444","All",72,0.168978486535279,"B5","5_WT_S024-2","E16.5","Neto1+/+"
"445","MZ",41,0.0762946343888384,"B5B","5B_HE_S002","E16.5","Neto1+/-"
"446","SVZ",63,0.228883903166515,"B5B","5B_HE_S002","E16.5","Neto1+/-"
"447","All",104,0.305178537555353,"B5B","5B_HE_S002","E16.5","Neto1+/-"
"448","MZ",97,0.0744610514059955,"B5B","5B_HE_S004","E16.5","Neto1+/-"
"449","SVZ",79,0.222899640897168,"B5B","5B_HE_S004","E16.5","Neto1+/-"
"450","All",176,0.297360692303164,"B5B","5B_HE_S004","E16.5","Neto1+/-"
"451","MZ",77,0.0975817792923908,"B5B","5B_HE_S006","E16.5","Neto1+/-"
"452","SVZ",77,0.293442350586404,"B5B","5B_HE_S006","E16.5","Neto1+/-"
"453","All",154,0.391024129878795,"B5B","5B_HE_S006","E16.5","Neto1+/-"
"454","MZ",56,0.0751172480556773,"B5B","5B_HE_S008","E16.5","Neto1+/-"
"455","SVZ",41,0.224833694180441,"B5B","5B_HE_S008","E16.5","Neto1+/-"
"456","All",97,0.299950942236118,"B5B","5B_HE_S008","E16.5","Neto1+/-"
"457","MZ",94,0.0793621182488341,"B5B","5B_HE_S010","E16.5","Neto1+/-"
"458","SVZ",75,0.237100489923535,"B5B","5B_HE_S010","E16.5","Neto1+/-"
"459","All",169,0.316462608172369,"B5B","5B_HE_S010","E16.5","Neto1+/-"
"460","MZ",103,0.0947937284554653,"B5B","5B_HE_S012","E16.5","Neto1+/-"
"461","SVZ",96,0.283740687201156,"B5B","5B_HE_S012","E16.5","Neto1+/-"
"462","All",199,0.378534415656622,"B5B","5B_HE_S012","E16.5","Neto1+/-"
"463","MZ",79,0.0954467854082587,"B5B","5B_HE_S014","E16.5","Neto1+/-"
"464","SVZ",58,0.286968295602462,"B5B","5B_HE_S014","E16.5","Neto1+/-"
"465","All",137,0.382415081010721,"B5B","5B_HE_S014","E16.5","Neto1+/-"
"466","MZ",100,0.0882757177150856,"B5B","5B_HE_S016","E16.5","Neto1+/-"
"467","SVZ",73,0.264827153145257,"B5B","5B_HE_S016","E16.5","Neto1+/-"
"468","All",173,0.353102870860342,"B5B","5B_HE_S016","E16.5","Neto1+/-"
"469","MZ",86,0.0792428097670737,"B5B","5B_HE_S018","E16.5","Neto1+/-"
"470","SVZ",64,0.237728429301221,"B5B","5B_HE_S018","E16.5","Neto1+/-"
"471","All",150,0.316971239068295,"B5B","5B_HE_S018","E16.5","Neto1+/-"
"472","MZ",110,0.0802035570149332,"B5B","5B_HE_S020","E16.5","Neto1+/-"
"473","SVZ",119,0.239386189258312,"B5B","5B_HE_S020","E16.5","Neto1+/-"
"474","All",229,0.319589746273245,"B5B","5B_HE_S020","E16.5","Neto1+/-"
"475","MZ",42,0.0682413118700165,"B7","7_HO_S002","E16.5","Neto1-/-"
"476","SVZ",76,0.272965247480066,"B7","7_HO_S002","E16.5","Neto1-/-"
"477","All",118,0.341206559350083,"B7","7_HO_S002","E16.5","Neto1-/-"
"478","MZ",46,0.0884609598315029,"B7","7_HO_S004-1","E16.5","Neto1-/-"
"479","SVZ",67,0.265932326449984,"B7","7_HO_S004-1","E16.5","Neto1-/-"
"480","All",113,0.354393286281487,"B7","7_HO_S004-1","E16.5","Neto1-/-"
"481","MZ",22,0.0324016718885931,"B7","7_HO_S004-2","E16.5","Neto1-/-"
"482","SVZ",25,0.0972050156657793,"B7","7_HO_S004-2","E16.5","Neto1-/-"
"483","All",47,0.129606687554372,"B7","7_HO_S004-2","E16.5","Neto1-/-"
"484","MZ",39,0.0906116522000772,"B7","7_HO_S006","E16.5","Neto1-/-"
"485","SVZ",57,0.271834956600232,"B7","7_HO_S006","E16.5","Neto1-/-"
"486","All",96,0.362446608800309,"B7","7_HO_S006","E16.5","Neto1-/-"
"487","MZ",31,0.0444329903650552,"B7","7_HO_S008-1","E16.5","Neto1-/-"
"488","SVZ",37,0.13257056141705,"B7","7_HO_S008-1","E16.5","Neto1-/-"
"489","All",68,0.177003551782105,"B7","7_HO_S008-1","E16.5","Neto1-/-"
"490","MZ",27,0.0470954533264434,"B7","7_HO_S008-2","E16.5","Neto1-/-"
"491","SVZ",31,0.14128635997933,"B7","7_HO_S008-2","E16.5","Neto1-/-"
"492","All",58,0.188381813305774,"B7","7_HO_S008-2","E16.5","Neto1-/-"
"493","MZ",54,0.0723386163094171,"B7","7_HO_S010-1","E16.5","Neto1-/-"
"494","SVZ",52,0.216563732576318,"B7","7_HO_S010-1","E16.5","Neto1-/-"
"495","All",106,0.288902348885735,"B7","7_HO_S010-1","E16.5","Neto1-/-"
"496","MZ",68,0.0749006089703756,"B7","7_HO_S012-1","E16.5","Neto1-/-"
"497","SVZ",44,0.224174357833871,"B7","7_HO_S012-1","E16.5","Neto1-/-"
"498","All",112,0.299074966804246,"B7","7_HO_S012-1","E16.5","Neto1-/-"
"499","MZ",15,0.0400164834086643,"B7","7_HO_S014-1","E16.5","Neto1-/-"
"500","SVZ",16,0.119388020748164,"B7","7_HO_S014-1","E16.5","Neto1-/-"
"501","All",31,0.159404504156828,"B7","7_HO_S014-1","E16.5","Neto1-/-"
"502","MZ",36,0.0664045891902852,"B7","7_HO_S016-1","E16.5","Neto1-/-"
"503","SVZ",32,0.199213767570856,"B7","7_HO_S016-1","E16.5","Neto1-/-"
"504","All",68,0.265618356761141,"B7","7_HO_S016-1","E16.5","Neto1-/-"
"505","MZ",54,0.0773244549682433,"B7","7_HO_S018-1","E16.5","Neto1-/-"
"506","SVZ",47,0.23079283887468,"B7","7_HO_S018-1","E16.5","Neto1-/-"
"507","All",101,0.308117293842924,"B7","7_HO_S018-1","E16.5","Neto1-/-"
