cell_no,X-micron,Y-micron,T-min,region,geno
2016-03-22-pos3-c1,270.168,50.397,1260,N-tip,nkx
2016-03-22-pos3-c1,277.442,70.659,1350,N-tip,nkx
2016-03-22-pos3-c1,292.509,86.246,1440,N-tip,nkx
2016-03-22-pos3-c1,299.263,104.95,1530,N-tip,nkx
2016-03-22-pos3-c1,307.056,113.782,1620,N-tip,nkx
2016-03-22-pos3-c1,318.486,131.967,1710,N-tip,nkx
2016-03-22-pos3-c1,322.123,133.525,1800,N-tip,nkx
2016-03-22-pos3-c1,323.162,133.525,1890,N-tip,nkx
2016-03-22-pos3-c1,331.995,146.514,1980,N-tip,nkx
2016-03-22-pos3-c1,343.425,158.983,2070,N-tip,nkx
2016-03-22-pos3-c1,341.866,157.944,2160,N-tip,nkx
2016-03-22-pos3-c1,341.347,157.425,2250,N-tip,nkx
2016-03-22-pos3-c1,326.799,135.603,2340,N-tip,nkx
2016-03-22-pos3-c1,325.24,129.888,2430,N-tip,nkx
2016-03-22-pos3-c1,328.358,111.704,2520,N-tip,nkx
2016-03-22-pos3-c2,170.742,131.508,0,soma,nkx
2016-03-22-pos3-c2,170.742,131.508,540,soma,nkx
2016-03-22-pos3-c2,164.203,128.602,630,soma,nkx
2016-03-22-pos3-c2,178.008,138.774,720,soma,nkx
2016-03-22-pos3-c2,198.352,163.477,810,soma,nkx
2016-03-22-pos3-c2,207.07,178.735,900,soma,nkx
2016-03-22-pos3-c2,210.703,181.641,990,soma,nkx
2016-03-22-pos3-c2,210.703,187.453,1080,soma,nkx
2016-03-22-pos3-c2,220.875,198.352,1170,soma,nkx
2016-03-22-pos3-c2,225.235,207.797,1260,soma,nkx
2016-03-22-pos3-c2,224.508,204.164,1350,soma,nkx
2016-03-22-pos3-c2,224.508,201.985,1440,soma,nkx
2016-03-22-pos3-c2,224.508,207.07,1530,soma,nkx
2016-03-22-pos3-c2,224.508,206.344,1620,soma,nkx
2016-03-22-pos3-c2,224.508,205.617,1710,soma,nkx
2016-03-22-pos3-c2,224.508,207.07,1800,soma,nkx
2016-03-22-pos3-c2,224.508,212.883,1890,soma,nkx
2016-03-22-pos3-c2,223.055,214.336,1980,soma,nkx
2016-03-22-pos3-c2,226.688,211.43,2070,soma,nkx
2016-03-22-pos3-c2,226.688,211.43,2160,soma,nkx
2016-03-22-pos3-c2,222.328,213.61,2250,soma,nkx
2016-03-22-pos3-c2,222.328,213.61,2340,soma,nkx
2016-03-22-pos3-c2,222.328,208.524,2430,soma,nkx
2016-03-22-pos3-c2,222.328,208.524,2520,soma,nkx
2016-03-22-pos3-c2,222.328,208.524,2610,soma,nkx
2016-03-22-pos3-c2,222.328,214.336,2700,soma,nkx
2016-03-22-pos3-c2,107.028,100.793,0,N-tip,nkx
2016-03-22-pos3-c2,107.028,100.793,540,N-tip,nkx
2016-03-22-pos3-c2,134.564,112.743,630,N-tip,nkx
2016-03-22-pos3-c2,168.335,134.564,720,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,810,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,900,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,990,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1080,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1170,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1260,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1350,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1440,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1530,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1620,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1710,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1800,N-tip,nkx
2016-03-22-pos3-c2,201.587,148.073,1890,N-tip,nkx
2016-03-22-pos3-c2,197.43,150.151,1980,N-tip,nkx
2016-03-22-pos3-c2,199.509,150.671,2070,N-tip,nkx
2016-03-22-pos3-c2,197.43,154.827,2160,N-tip,nkx
2016-03-22-pos3-c2,183.402,129.888,2250,N-tip,nkx
2016-03-22-pos3-c2,193.274,145.995,2340,N-tip,nkx
2016-03-22-pos3-c2,192.754,143.916,2430,N-tip,nkx
2016-03-22-pos3-c2,195.872,145.995,2520,N-tip,nkx
2016-03-22-pos3-c2,197.95,144.955,2610,N-tip,nkx
2016-03-22-pos3-c2,196.911,143.397,2700,N-tip,nkx
2016-03-22-pos3-c3,112.617,168.563,0,soma,nkx
2016-03-22-pos3-c3,112.617,168.563,540,soma,nkx
2016-03-22-pos3-c3,120.609,188.906,630,soma,nkx
2016-03-22-pos3-c3,126.422,204.164,720,soma,nkx
2016-03-22-pos3-c3,123.516,207.797,810,soma,nkx
2016-03-22-pos3-c3,126.422,209.977,900,soma,nkx
2016-03-22-pos3-c3,124.969,208.524,990,soma,nkx
2016-03-22-pos3-c3,124.969,208.524,1080,soma,nkx
2016-03-22-pos3-c3,124.969,208.524,1170,soma,nkx
2016-03-22-pos3-c3,124.969,212.156,1260,soma,nkx
2016-03-22-pos3-c3,124.969,212.883,1350,soma,nkx
2016-03-22-pos3-c3,131.508,217.242,1440,soma,nkx
2016-03-22-pos3-c3,131.508,225.235,1530,soma,nkx
2016-03-22-pos3-c3,131.508,231.047,1620,soma,nkx
2016-03-22-pos3-c3,133.688,233.953,1710,soma,nkx
2016-03-22-pos3-c3,135.141,239.766,1800,soma,nkx
2016-03-22-pos3-c3,135.141,241.219,1890,soma,nkx
2016-03-22-pos3-c3,135.141,240.492,1980,soma,nkx
2016-03-22-pos3-c3,135.141,240.492,2070,soma,nkx
2016-03-22-pos3-c3,135.141,240.492,2160,soma,nkx
2016-03-22-pos3-c3,135.141,241.219,2250,soma,nkx
2016-03-22-pos3-c3,135.141,242.672,2340,soma,nkx
2016-03-22-pos3-c3,135.867,244.125,2430,soma,nkx
2016-03-22-pos3-c3,135.867,246.305,2520,soma,nkx
2016-03-22-pos3-c3,138.774,248.485,2610,soma,nkx
2016-03-22-pos3-c3,140.227,247.758,2700,soma,nkx
2016-03-22-pos3-c3,143.133,251.391,2790,soma,nkx
2016-03-22-pos3-c3,143.859,255.024,2880,soma,nkx
2016-03-22-pos3-c3,146.039,258.656,2970,soma,nkx
2016-03-22-pos3-c3,145.313,260.11,3060,soma,nkx
2016-03-22-pos3-c3,150.399,275.367,3150,soma,nkx
2016-03-22-pos3-c3,152.578,276.094,3240,soma,nkx
2016-03-22-pos3-c3,153.305,276.821,3330,soma,nkx
2016-03-22-pos3-c3,152.578,278.274,3420,soma,nkx
2016-03-22-pos3-c3,152.578,286.266,3510,soma,nkx
2016-03-22-pos3-c3,156.211,290.625,3600,soma,nkx
2016-03-22-pos3-c3,114.302,156.905,0,N-tip,nkx
2016-03-22-pos3-c3,114.302,156.905,540,N-tip,nkx
2016-03-22-pos3-c3,112.743,161.581,630,N-tip,nkx
2016-03-22-pos3-c3,111.704,166.777,720,N-tip,nkx
2016-03-22-pos3-c3,110.665,164.179,810,N-tip,nkx
2016-03-22-pos3-c3,103.911,160.542,900,N-tip,nkx
2016-03-22-pos3-c3,98.715,148.592,990,N-tip,nkx
2016-03-22-pos3-c3,93.52,157.944,1080,N-tip,nkx
2016-03-22-pos3-c3,88.844,153.268,1170,N-tip,nkx
2016-03-22-pos3-c3,116.9,184.961,1260,N-tip,nkx
2016-03-22-pos3-c3,118.458,193.274,1350,N-tip,nkx
2016-03-22-pos3-c3,125.732,204.704,1440,N-tip,nkx
2016-03-22-pos3-c3,124.173,202.626,1530,N-tip,nkx
2016-03-22-pos3-c3,124.693,201.587,1620,N-tip,nkx
2016-03-22-pos3-c3,131.447,224.967,1710,N-tip,nkx
2016-03-22-pos3-c3,130.927,221.849,1800,N-tip,nkx
2016-03-22-pos3-c3,130.408,221.849,1890,N-tip,nkx
2016-03-22-pos3-c3,129.369,220.291,1980,N-tip,nkx
2016-03-22-pos3-c3,115.341,224.967,2070,N-tip,nkx
2016-03-22-pos3-c3,104.43,223.408,2160,N-tip,nkx
2016-03-22-pos3-c3,82.609,228.604,2250,N-tip,nkx
2016-03-22-pos3-c3,78.972,219.771,2340,N-tip,nkx
2016-03-22-pos3-c3,109.106,166.257,2430,N-tip,nkx
2016-03-22-pos3-c3,55.592,187.559,2520,N-tip,nkx
2016-03-22-pos3-c3,38.447,168.335,2610,N-tip,nkx
2016-03-22-pos3-c3,35.33,163.659,2700,N-tip,nkx
2016-03-22-pos3-c3,33.771,164.698,2790,N-tip,nkx
2016-03-22-pos3-c3,35.849,163.14,2880,N-tip,nkx
2016-03-22-pos3-c3,35.849,165.218,2970,N-tip,nkx
2016-03-22-pos3-c3,34.291,165.738,3060,N-tip,nkx
2016-03-22-pos3-c3,34.81,198.989,3150,N-tip,nkx
2016-03-22-pos3-c3,40.525,187.559,3240,N-tip,nkx
2016-03-22-pos3-c3,55.073,186,3330,N-tip,nkx
2016-03-22-pos3-c3,78.972,208.86,3420,N-tip,nkx
2016-03-22-pos3-c3,105.989,231.201,3510,N-tip,nkx
2016-03-22-pos3-c3,48.318,188.078,3600,N-tip,nkx
2016-03-22-pos8-c1,38.508,116.25,0,soma,nkx
2016-03-22-pos8-c1,39.961,114.797,90,soma,nkx
2016-03-22-pos8-c1,39.961,114.797,180,soma,nkx
2016-03-22-pos8-c1,39.961,118.43,270,soma,nkx
2016-03-22-pos8-c1,39.961,122.789,360,soma,nkx
2016-03-22-pos8-c1,39.961,127.149,450,soma,nkx
2016-03-22-pos8-c1,42.867,131.508,540,soma,nkx
2016-03-22-pos8-c1,45.773,139.5,630,soma,nkx
2016-03-22-pos8-c1,44.32,146.766,720,soma,nkx
2016-03-22-pos8-c1,42.141,151.852,810,soma,nkx
2016-03-22-pos8-c1,42.141,156.938,900,soma,nkx
2016-03-22-pos8-c1,43.594,162.75,990,soma,nkx
2016-03-22-pos8-c1,42.867,166.383,1080,soma,nkx
2016-03-22-pos8-c1,42.141,161.297,1170,soma,nkx
2016-03-22-pos8-c1,42.141,167.11,1260,soma,nkx
2016-03-22-pos8-c1,42.141,162.024,1350,soma,nkx
2016-03-22-pos8-c1,41.414,162.024,1440,soma,nkx
2016-03-22-pos8-c1,41.414,162.75,1530,soma,nkx
2016-03-22-pos8-c1,41.414,162.75,1620,soma,nkx
2016-03-22-pos8-c1,39.234,167.11,1710,soma,nkx
2016-03-22-pos8-c1,40.688,167.11,1800,soma,nkx
2016-03-22-pos8-c1,40.688,167.836,1890,soma,nkx
2016-03-22-pos8-c1,40.688,168.563,1980,soma,nkx
2016-03-22-pos8-c1,40.688,170.016,2070,soma,nkx
2016-03-22-pos8-c1,40.688,168.563,2160,soma,nkx
2016-03-22-pos8-c1,40.688,168.563,2250,soma,nkx
2016-03-22-pos8-c1,40.688,168.563,2340,soma,nkx
2016-03-22-pos8-c1,40.688,168.563,2430,soma,nkx
2016-03-22-pos8-c1,38.508,172.195,2520,soma,nkx
2016-03-22-pos8-c1,38.508,172.195,2610,soma,nkx
2016-03-22-pos8-c1,38.508,172.195,2700,soma,nkx
2016-03-22-pos8-c1,38.508,175.102,2790,soma,nkx
2016-03-22-pos8-c1,38.508,175.828,2880,soma,nkx
2016-03-22-pos8-c1,38.508,175.828,2970,soma,nkx
2016-03-22-pos8-c1,38.508,175.828,3060,soma,nkx
2016-03-22-pos8-c1,32.695,93,0,N-tip,nkx
2016-03-22-pos8-c1,34.875,92.274,90,N-tip,nkx
2016-03-22-pos8-c1,36.328,78.469,180,N-tip,nkx
2016-03-22-pos8-c1,42.141,104.625,270,N-tip,nkx
2016-03-22-pos8-c1,45.047,102.445,360,N-tip,nkx
2016-03-22-pos8-c1,45.773,93.727,450,N-tip,nkx
2016-03-22-pos8-c1,45.773,99.539,540,N-tip,nkx
2016-03-22-pos8-c1,42.141,104.625,630,N-tip,nkx
2016-03-22-pos8-c1,41.414,105.352,720,N-tip,nkx
2016-03-22-pos8-c1,49.406,104.625,810,N-tip,nkx
2016-03-22-pos8-c1,46.5,121.336,900,N-tip,nkx
2016-03-22-pos8-c1,49.406,101.719,990,N-tip,nkx
2016-03-22-pos8-c1,45.047,108.984,1080,N-tip,nkx
2016-03-22-pos8-c1,50.859,92.274,1170,N-tip,nkx
2016-03-22-pos8-c1,53.039,83.555,1260,N-tip,nkx
2016-03-22-pos8-c1,55.945,51.586,1350,N-tip,nkx
2016-03-22-pos8-c1,61.758,18.164,1440,N-tip,nkx
2016-03-22-pos8-c1,62.484,5.813,1530,N-tip,nkx
2016-03-22-pos8-c1,56.672,5.813,1620,N-tip,nkx
2016-03-22-pos8-c1,59.578,14.531,1710,N-tip,nkx
2016-03-22-pos8-c1,58.852,16.711,1800,N-tip,nkx
2016-03-22-pos8-c1,61.031,13.805,1890,N-tip,nkx
2016-03-22-pos8-c1,57.398,37.781,1980,N-tip,nkx
2016-03-22-pos8-c1,53.766,46.5,2070,N-tip,nkx
2016-03-22-pos8-c1,53.766,71.93,2160,N-tip,nkx
2016-03-22-pos8-c1,49.406,83.555,2250,N-tip,nkx
2016-03-22-pos8-c1,47.953,91.547,2340,N-tip,nkx
2016-03-22-pos8-c1,45.773,96.633,2430,N-tip,nkx
2016-03-22-pos8-c1,42.141,105.352,2520,N-tip,nkx
2016-03-22-pos8-c1,40.688,106.078,2610,N-tip,nkx
2016-03-22-pos8-c1,40.688,94.453,2700,N-tip,nkx
2016-03-22-pos8-c1,40.688,93,2790,N-tip,nkx
2016-03-22-pos8-c1,41.414,98.086,2880,N-tip,nkx
2016-03-22-pos8-c1,41.414,101.719,2970,N-tip,nkx
2016-03-22-pos8-c1,37.781,75.563,3060,N-tip,nkx
