16.728,80.124,175.43,162.95,114.42,54.026,0
37.218,120.66,222.03,285.73,198.1,96.564,35.189
44.314,138.73,166.02,232.07,191.22,139.63,20.106
40.11,105.91,185.59,137.51,177.47,120.14,64.871
20.893,49.897,76.235,152.11,116.87,83.155,56.818
0,27.822,62.269,68.507,56.523,33.889,7.5436
