"","cellcount","AreaMmsq","celltype","Layers","Brainno","imagename","Genotype","Age"
"240",7,0.56873,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_001","Mafb-fl/+","P21"
"241",1,0.14585,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"242",22,0.38893,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"243",19,0.28968,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"244",79,0.39299,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"245",56,0.58543,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"246",1,0.14585,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"247",11,0.38893,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"248",2,0.28968,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"249",5,0.39299,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"250",2,0.58543,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"251",3,0.14585,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"252",27,0.38893,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"253",13,0.28968,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"254",22,0.39299,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"255",15,0.58543,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_002","Mafb-fl/+","P21"
"256",0,0.17212,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"257",27,0.43693,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"258",24,0.28467,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"259",65,0.42811,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"260",37,0.60244,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"261",0,0.17212,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"262",13,0.43693,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"263",4,0.28467,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"264",9,0.42811,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"265",2,0.60244,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"266",3,0.17212,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"267",15,0.43693,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"268",20,0.28467,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"269",11,0.42811,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"270",14,0.60244,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_003","Mafb-fl/+","P21"
"271",1,0.19654,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"272",29,0.42584,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"273",22,0.26643,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"274",74,0.47389,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"275",44,0.56342,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"276",1,0.19654,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"277",15,0.42584,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"278",3,0.26643,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"279",8,0.47389,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"280",2,0.56342,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"281",1,0.19654,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"282",24,0.42584,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"283",17,0.26643,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"284",15,0.47389,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"285",8,0.56342,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_004","Mafb-fl/+","P21"
"286",2,0.072471,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"287",15,0.19671,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"288",15,0.14954,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"289",32,0.18866,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"290",24,0.24042,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"291",1,0.072471,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"292",6,0.19671,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"293",2,0.14954,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"294",1,0.18866,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"295",2,0.24042,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"296",1,0.072471,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"297",9,0.19671,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"298",4,0.14954,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"299",7,0.18866,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"300",5,0.24042,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_005","Mafb-fl/+","P21"
"301",1,0.095199,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"302",11,0.22874,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"303",15,0.16924,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"304",48,0.20362,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"305",19,0.25386,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"306",1,0.095199,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"307",4,0.22874,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"308",1,0.16924,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"309",5,0.20362,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"310",2,0.25386,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"311",1,0.095199,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"312",12,0.22874,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"313",9,0.16924,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"314",8,0.20362,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"315",2,0.25386,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_006","Mafb-fl/+","P21"
"316",0,0.18594,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"317",17,0.40624,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"318",26,0.31732,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"319",55,0.40018,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"320",37,0.51538,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"321",0,0.18594,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"322",5,0.40624,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"323",5,0.31732,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"324",1,0.40018,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"325",5,0.51538,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"326",3,0.18594,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"327",16,0.40624,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"328",6,0.31732,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"329",7,0.40018,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"330",21,0.51538,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_007","Mafb-fl/+","P21"
"331",2,0.204,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"332",24,0.35896,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"333",38,0.28442,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"334",79,0.43938,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"335",29,0.48058,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"336",2,0.204,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"337",12,0.35896,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"338",1,0.28442,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"339",9,0.43938,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"340",4,0.48058,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"341",2,0.204,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"342",33,0.35896,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"343",18,0.28442,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"344",9,0.43938,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"345",13,0.48058,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_008","Mafb-fl/+","P21"
"346",0,0.17489,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"347",29,0.38087,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"348",23,0.24484,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"349",55,0.37115,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"350",38,0.52272,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"351",0,0.17489,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"352",17,0.38087,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"353",3,0.24484,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"354",7,0.37115,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"355",2,0.52272,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"356",4,0.17489,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"357",21,0.38087,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"358",20,0.24484,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"359",14,0.37115,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"360",15,0.52272,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_009","Mafb-fl/+","P21"
"361",0,0.10554,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"362",21,0.32353,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"363",19,0.26124,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"364",68,0.34256,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"365",35,0.49481,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"366",0,0.10554,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"367",9,0.32353,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"368",1,0.26124,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"369",6,0.34256,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"370",3,0.49481,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"371",2,0.10554,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"372",13,0.32353,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"373",14,0.26124,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"374",12,0.34256,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"375",15,0.49481,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_010","Mafb-fl/+","P21"
"376",0,0.12636,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"377",20,0.38473,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"378",18,0.23574,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"379",59,0.39227,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"380",36,0.52429,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"381",0,0.12636,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"382",8,0.38473,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"383",1,0.23574,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"384",5,0.39227,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"385",2,0.52429,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"386",0,0.12636,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"387",32,0.38473,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"388",14,0.23574,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"389",17,0.39227,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"390",20,0.52429,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_011","Mafb-fl/+","P21"
"391",4,0.11313,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"392",20,0.30278,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"393",13,0.17302,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"394",41,0.27117,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"395",40,0.36267,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"396",2,0.11313,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"397",10,0.30278,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"398",3,0.17302,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"399",1,0.27117,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"400",5,0.36267,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"401",2,0.11313,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"402",11,0.30278,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"403",8,0.17302,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"404",5,0.27117,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"405",4,0.36267,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_012","Mafb-fl/+","P21"
"406",0,0.10062,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"407",17,0.31145,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"408",21,0.21402,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"409",50,0.33062,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"410",42,0.41207,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"411",0,0.10062,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"412",10,0.31145,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"413",1,0.21402,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"414",3,0.33062,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"415",2,0.41207,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"416",0,0.10062,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"417",22,0.31145,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"418",15,0.21402,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"419",12,0.33062,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"420",16,0.41207,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_013","Mafb-fl/+","P21"
"421",0,0.15568,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"422",12,0.36725,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"423",13,0.25947,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"424",92,0.51295,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"425",28,0.47503,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"426",0,0.15568,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"427",8,0.36725,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"428",0,0.25947,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"429",6,0.51295,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"430",3,0.47503,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"431",2,0.15568,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"432",18,0.36725,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"433",16,0.25947,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"434",21,0.51295,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"435",3,0.47503,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_014","Mafb-fl/+","P21"
"436",0,0.13462,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"437",15,0.32061,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"438",28,0.2409,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"439",64,0.32061,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"440",38,0.52077,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"441",0,0.13462,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"442",7,0.32061,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"443",2,0.2409,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"444",5,0.32061,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"445",3,0.52077,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"446",2,0.13462,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"447",20,0.32061,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"448",14,0.2409,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"449",13,0.32061,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"450",13,0.52077,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_015","Mafb-fl/+","P21"
"451",2,0.12357,"RCE","L1","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"452",17,0.32709,"RCE","L23","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"453",11,0.21079,"RCE","L4","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"454",66,0.3598,"RCE","L5","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"455",33,0.41795,"RCE","L6","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"456",1,0.12357,"RCE_CR","L1","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"457",10,0.32709,"RCE_CR","L23","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"458",2,0.21079,"RCE_CR","L4","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"459",8,0.3598,"RCE_CR","L5","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"460",0,0.41795,"RCE_CR","L6","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"461",5,0.12357,"CRnegRCE","L1","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"462",16,0.32709,"CRnegRCE","L23","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"463",11,0.21079,"CRnegRCE","L4","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"464",17,0.3598,"CRnegRCE","L5","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"465",9,0.41795,"CRnegRCE","L6","171215-M91-3B","171215-M83-3B-HET_016","Mafb-fl/+","P21"
"466",6,0.1333,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"467",31,0.38847,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"468",21,0.24755,"RCE","L4","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"469",67,0.34467,"RCE","L5","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"470",99,0.63412,"RCE","L6","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"471",3,0.1333,"RCE_CR","L1","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"472",10,0.38847,"RCE_CR","L23","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"473",0,0.24755,"RCE_CR","L4","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"474",4,0.34467,"RCE_CR","L5","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"475",12,0.63412,"RCE_CR","L6","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"476",4,0.1333,"CRnegRCE","L1","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"477",28,0.38847,"CRnegRCE","L23","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"478",8,0.24755,"CRnegRCE","L4","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"479",16,0.34467,"CRnegRCE","L5","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"480",11,0.63412,"CRnegRCE","L6","220116-M83-3B","220116-M83-3B-HO_001","Mafb-fl/fl","P21"
"481",3,0.18038,"RCE","L1","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
"482",41,0.45986,"RCE","L23","220116-M83-3B","220116-M83-3B-HO_002","Mafb-fl/fl","P21"
